account_id,customer_id,branch_id,account_type,opened_date,current_balance,account_status
A002069,C03261,B00301,Salary,2021-03-16,38632.49,Active
A002070,C03637,B00601,Salary,2021-02-05,275608.01,Active
A002071,C01309,B01001,Premium Savings,2022-05-14,242211.84,Active
A002072,C01662,B00301,Current,2023-05-11,176132.29,Active
A002073,C00994,B00201,Premium Savings,2020-02-02,225025.22,Active
A002074,C03627,B00201,Current,2020-07-30,330376.27,Active
A002075,C02711,B00901,Savings,2022-04-10,300921.79,Active
A002076,C00166,B00401,Salary,2023-04-06,110055.34,Active
A002077,C03787,B00101,Salary,2020-11-18,166353.78,Active
A002078,C04623,B00401,Savings,2021-02-23,162175.69,Active
A002079,C03389,B01001,Savings,2022-07-13,158005.38,Active
A002080,C03644,B00101,Current,2021-12-16,133397.1,Active
A002081,C01177,B00101,Savings,2024-08-10,124335.37,Active
A002082,C04752,B00901,Premium Savings,2023-04-26,122020.06,Active
A002083,C00771,B00401,Salary,2021-01-18,157430.67,Active
A002084,C04631,B00601,Savings,2021-05-21,323407.14,Active
A002085,C02053,B00901,Premium Savings,2022-06-03,142844.29,Active
A002086,C01626,B00601,Salary,2023-03-27,207907.27,Active
A002087,C04804,B00501,Premium Savings,2022-05-13,363363.67,Active
A002088,C02739,B00301,Salary,2021-09-13,197384.28,Active
A002089,C02858,B00401,Salary,2023-06-18,114339.16,Active
A002090,C00953,B00301,Savings,2020-07-23,154611.7,Active
A002091,C02566,B00301,Salary,2020-03-15,104832.14,Active
A002092,C00702,B01001,Current,2024-04-26,266928.39,Active
A002093,C00518,B00901,Savings,2020-09-05,249035.06,Active
A002094,C00095,B00301,Premium Savings,2022-12-01,81435.42,Active
A002095,C04365,B00401,Current,2024-03-17,156308.91,Active
A002096,C03390,B00201,Salary,2022-08-18,292392.27,Active
A002097,C00244,B00501,Current,2022-03-28,188890.26,Active
A002098,C02128,B00201,Salary,2020-01-16,203018.85,Active
A002099,C00154,B01001,Premium Savings,2024-03-23,9966.16,Active
A002100,C01658,B00101,Premium Savings,2022-07-27,480102.35,Active
A002101,C01344,B01001,Current,2024-04-14,153662.64,Active
A002102,C00999,B00301,Savings,2023-04-03,206446.06,Active
A002103,C01606,B00401,Salary,2021-06-05,69224.14,Active
A002104,C04767,B00301,Current,2020-11-19,294417.29,Active
A002105,C04041,B00501,Salary,2020-12-04,398466.25,Active
A002106,C01746,B00501,Premium Savings,2023-07-28,148290.11,Active
A002107,C02275,B01001,Salary,2024-02-29,0.0,Active
A002108,C02293,B01001,Premium Savings,2022-10-29,284127.67,Active
A002109,C00916,B00601,Salary,2022-05-11,463663.02,Active
A002110,C01410,B00301,Salary,2020-06-12,227785.64,Active
A002111,C01716,B00701,Salary,2024-07-29,136503.2,Active
A002112,C04269,B00901,Premium Savings,2023-11-25,240018.28,Active
A002113,C04718,B01001,Savings,2021-01-31,175888.05,Active
A002114,C01426,B01001,Current,2023-02-24,307070.32,Active
A002115,C02743,B00501,Current,2024-01-21,61583.14,Active
A002116,C03006,B00201,Salary,2024-03-25,162644.23,Active
A002117,C02723,B01001,Salary,2023-06-12,294446.02,Active
A002118,C02156,B01001,Salary,2020-11-11,235289.74,Active
A002119,C01092,B00301,Salary,2023-09-10,216007.11,Active
A002120,C04745,B00501,Current,2024-08-15,126947.04,Active
A002121,C02656,B01001,Premium Savings,2024-01-01,241083.73,Active
A002122,C00051,B00401,Savings,2024-04-28,32423.76,Active
A002123,C03666,B00201,Savings,2020-12-06,349477.63,Active
A002124,C04700,B00401,Savings,2021-09-26,280789.14,Active
A002125,C00507,B00201,Salary,2024-05-18,131051.57,Active
A002126,C04880,B00401,Current,2023-08-23,99574.15,Active
A002127,C02915,B00101,Salary,2022-08-05,63794.91,Active
A002128,C00953,B00601,Premium Savings,2020-12-29,25868.63,Active
A002129,C02009,B00801,Premium Savings,2024-08-09,120752.8,Active
A002130,C04346,B00201,Savings,2024-10-17,198651.4,Active
A002131,C04590,B00201,Premium Savings,2022-08-04,333768.48,Active
A002132,C01383,B00201,Savings,2021-12-29,52938.15,Active
A002133,C03346,B00301,Salary,2021-12-17,116119.07,Active
A002134,C04078,B00801,Premium Savings,2020-03-25,350939.25,Active
A002135,C02752,B00601,Savings,2021-02-24,181912.6,Active
A002136,C00384,B00501,Current,2020-06-29,115830.44,Active
A002137,C02239,B00601,Savings,2024-07-22,342993.04,Active
A002138,C00054,B00801,Current,2023-11-04,245665.83,Active
A002139,C03648,B00701,Current,2021-10-26,0.0,Active
A002140,C02049,B00301,Current,2021-03-13,272326.27,Active
A002141,C04810,B01001,Salary,2020-12-13,408180.48,Active
A002142,C04008,B00701,Salary,2023-01-03,256754.87,Active
A002143,C04440,B00601,Premium Savings,2024-10-15,269575.54,Active
A002144,C01360,B01001,Savings,2020-09-22,427195.36,Active
A002145,C00109,B00201,Current,2023-11-19,168428.67,Active
A002146,C01743,B00101,Current,2024-03-24,227030.11,Active
A002147,C00808,B00701,Current,2022-12-09,171182.91,Active
A002148,C01064,B00601,Current,2021-07-29,102695.35,Active
A002149,C00074,B00101,Savings,2021-06-23,105467.29,Active
A002150,C01584,B00101,Current,2023-12-28,84693.16,Active
A002151,C00083,B00801,Savings,2023-11-06,214451.48,Active
A002152,C01310,B00101,Savings,2020-10-24,27003.55,Active
A002153,C01463,B00201,Salary,2024-05-15,257339.96,Active
A002154,C02592,B00601,Savings,2020-09-01,256507.37,Active
A002155,C03180,B00901,Salary,2020-07-21,99065.34,Active
A002156,C04105,B00101,Salary,2024-02-14,215897.68,Active
A002157,C01734,B00601,Salary,2021-01-19,98892.21,Active
A002158,C01601,B01001,Salary,2022-03-23,58680.83,Active
A002159,C02485,B00901,Savings,2023-07-07,325892.4,Active
A002160,C00809,B00901,Savings,2021-01-11,370115.53,Active
A002161,C03420,B00901,Salary,2024-11-03,355230.97,Active
A002162,C03719,B00301,Salary,2022-10-04,236287.96,Active
A002163,C03245,B00701,Premium Savings,2021-11-15,273902.77,Active
A002164,C01551,B00201,Salary,2024-08-01,309203.1,Active
A002165,C00723,B00401,Savings,2023-06-19,433652.09,Active
A002166,C01032,B00101,Savings,2024-01-08,88651.76,Active
A002167,C02857,B00101,Salary,2022-10-21,10659.68,Active
A002168,C01795,B00201,Savings,2020-03-24,275586.74,Active
A002169,C04930,B00101,Salary,2021-03-12,266694.16,Active
A002170,C00999,B00301,Salary,2022-07-27,254540.98,Active
A002171,C00321,B00101,Salary,2024-09-18,93428.29,Active
A002172,C03791,B00401,Salary,2023-07-06,206264.96,Active
A002173,C02348,B00301,Salary,2020-11-03,108493.8,Active
A002174,C01015,B00601,Premium Savings,2023-07-10,138269.0,Active
A002175,C03286,B00101,Salary,2021-07-17,249729.73,Active
A002176,C01802,B00201,Current,2023-04-03,254332.17,Active
A002177,C03378,B00501,Salary,2021-02-19,251098.37,Active
A002178,C02315,B00301,Current,2021-07-03,382389.25,Active
A002179,C02889,B01001,Current,2024-08-30,77460.03,Active
A002180,C02688,B01001,Savings,2021-12-27,35972.99,Active
A002181,C02183,B00101,Salary,2024-10-14,129990.98,Active
A002182,C00638,B00101,Salary,2021-02-22,110874.55,Active
A002183,C01392,B00301,Premium Savings,2020-07-06,168597.57,Active
A002184,C01851,B00901,Current,2024-03-12,379093.46,Active
A002185,C04735,B00601,Salary,2020-08-07,273304.16,Active
A002186,C03473,B00301,Salary,2024-09-12,179095.53,Active
A002187,C00186,B00201,Current,2023-09-20,74133.74,Active
A002188,C00403,B00101,Premium Savings,2020-02-01,20657.87,Active
A002189,C01765,B00401,Premium Savings,2023-12-09,350013.5,Active
A002190,C04687,B00301,Premium Savings,2020-12-05,0.0,Active
A002191,C04575,B00301,Current,2020-07-08,283435.67,Active
A002192,C03094,B01001,Salary,2022-06-01,111194.76,Active
A002193,C02977,B01001,Savings,2024-03-10,333846.26,Active
A002194,C02286,B00801,Salary,2021-07-24,237491.21,Active
A002195,C03684,B00401,Savings,2022-10-29,113043.54,Active
A002196,C00486,B00201,Current,2024-11-08,505535.08,Active
A002197,C00495,B00901,Premium Savings,2022-06-27,270430.4,Active
A002198,C01969,B00101,Premium Savings,2023-09-17,292022.41,Active
A002199,C01678,B00901,Current,2023-07-27,116574.55,Active
A002200,C04676,B00501,Premium Savings,2021-03-07,176626.17,Active
A002201,C00961,B00601,Salary,2021-11-17,223826.78,Active
A002202,C02148,B01001,Current,2020-08-22,52323.36,Active
A002203,C01601,B00601,Current,2023-08-29,199264.97,Active
A002204,C02071,B00501,Salary,2022-05-10,208730.68,Active
A002205,C00372,B00201,Salary,2023-11-28,96278.84,Active
A002206,C01243,B00601,Current,2021-09-24,298346.32,Active
A002207,C03745,B00701,Current,2024-03-06,103252.45,Active
A002208,C02770,B00601,Current,2024-04-19,143947.12,Active
A002209,C00558,B01001,Current,2024-03-14,432075.66,Active
A002210,C00467,B00201,Premium Savings,2023-08-10,132722.64,Active
A002211,C03365,B00501,Salary,2023-10-17,16578.72,Active
A002212,C02829,B00601,Salary,2022-12-18,76744.37,Active
A002213,C02275,B00401,Premium Savings,2024-03-27,430337.42,Active
A002214,C04019,B00901,Savings,2020-09-13,77247.4,Active
A002215,C02264,B00301,Current,2024-02-22,196308.83,Active
A002216,C00186,B00401,Salary,2022-04-29,346898.47,Active
A002217,C00713,B01001,Current,2022-09-23,251235.67,Active
A002218,C00017,B00501,Current,2022-07-11,204065.23,Active
A002219,C03295,B00401,Current,2024-05-01,322556.19,Active
A002220,C00511,B00701,Savings,2021-08-13,282396.16,Active
A002221,C00354,B00301,Current,2023-04-05,140318.37,Active
A002222,C01065,B00101,Premium Savings,2023-01-13,425713.2,Active
A002223,C01584,B00901,Savings,2024-08-12,270468.38,Active
A002224,C02181,B00901,Current,2021-10-23,191676.68,Active
A002225,C01656,B00701,Premium Savings,2021-05-17,0.0,Active
A002226,C01931,B00101,Current,2021-06-05,165678.6,Active
A002227,C04105,B00501,Salary,2023-10-25,117315.06,Active
A002228,C00382,B01001,Current,2022-04-30,285006.19,Active
A002229,C00265,B00101,Salary,2024-09-03,109478.86,Active
A002230,C00926,B00101,Salary,2023-11-25,171974.3,Active
A002231,C02137,B00901,Salary,2024-01-04,314927.46,Active
A002232,C03341,B00901,Savings,2021-07-20,330864.78,Active
A002233,C03515,B00701,Premium Savings,2024-07-16,249231.81,Active
A002234,C04271,B00101,Savings,2023-03-26,143772.23,Active
A002235,C04534,B01001,Salary,2024-10-08,252159.39,Active
A002236,C00013,B00401,Savings,2021-02-19,64604.35,Active
A002237,C02871,B00601,Premium Savings,2022-10-24,77258.81,Active
A002238,C02750,B00601,Current,2021-03-22,225565.15,Active
A002239,C02874,B00501,Savings,2021-02-11,273130.15,Active
A002240,C03124,B00501,Premium Savings,2023-12-16,415039.61,Active
A002241,C01047,B00201,Salary,2020-01-15,176361.47,Active
A002242,C00339,B00101,Current,2023-04-27,172002.67,Active
A002243,C03981,B00201,Savings,2022-01-06,343982.02,Active
A002244,C01323,B00301,Current,2021-09-27,145046.2,Active
A002245,C00941,B00901,Current,2024-11-06,111170.9,Active
A002246,C00466,B00301,Premium Savings,2021-07-24,261618.98,Active
A002247,C01320,B01001,Current,2021-09-02,227647.9,Active
A002248,C00079,B01001,Salary,2024-08-20,41038.98,Active
A002249,C03644,B00101,Premium Savings,2024-02-15,182425.07,Active
A002250,C01454,B00301,Savings,2020-11-29,75264.51,Active
A002251,C04147,B00901,Current,2024-09-10,80559.42,Active
A002252,C03505,B00801,Savings,2021-11-16,110792.68,Active
A002253,C01748,B00201,Savings,2022-09-26,95482.66,Active
A002254,C04751,B00301,Salary,2020-11-15,220988.11,Active
A002255,C03680,B00101,Salary,2021-10-10,208469.12,Active
A002256,C01714,B00801,Current,2024-06-02,233789.38,Active
A002257,C01043,B00301,Premium Savings,2021-05-07,190080.46,Active
A002258,C00023,B00101,Premium Savings,2020-03-30,261417.94,Active
A002259,C03273,B00401,Savings,2023-11-10,78799.69,Active
A002260,C00148,B00601,Current,2023-10-18,391776.92,Active
A002261,C02567,B00901,Salary,2020-04-04,240708.01,Active
A002262,C04130,B00201,Current,2021-06-03,233856.79,Active
A002263,C04677,B00601,Current,2022-04-29,274048.21,Active
A002264,C01418,B00201,Savings,2024-05-26,149983.58,Active
A002265,C04908,B00301,Current,2020-06-27,284170.9,Active
A002266,C00036,B00601,Salary,2024-07-21,65053.79,Active
A002267,C03953,B00101,Current,2024-06-18,149225.04,Active
A002268,C04024,B00201,Savings,2021-05-31,338559.51,Active
A002269,C02329,B01001,Premium Savings,2020-08-15,250840.55,Active
A002270,C00358,B00201,Salary,2022-07-21,89056.09,Active
A002271,C01277,B00501,Savings,2022-09-05,372166.87,Active
A002272,C02392,B00401,Savings,2020-03-06,155503.57,Active
A002273,C00669,B00201,Savings,2021-04-14,0.0,Active
A002274,C04191,B00501,Savings,2023-09-26,86465.46,Active
A002275,C00111,B00201,Savings,2022-06-29,0.0,Active
A002276,C00481,B00301,Savings,2022-04-20,450040.0,Active
A002277,C04932,B00101,Premium Savings,2021-07-18,284353.91,Active
A002278,C04602,B00801,Savings,2024-07-26,245851.98,Active
A002279,C04497,B00501,Current,2024-01-25,131135.09,Active
A002280,C00237,B00401,Premium Savings,2024-07-28,252053.96,Active
A002281,C04246,B00201,Premium Savings,2020-08-12,254454.69,Active
A002282,C03302,B00501,Savings,2023-08-11,321120.45,Active
A002283,C01979,B00301,Premium Savings,2024-03-29,66240.18,Active
A002284,C04081,B00801,Salary,2021-11-05,167074.05,Active
A002285,C01152,B00801,Salary,2020-10-26,29623.23,Active
A002286,C04769,B00901,Current,2021-01-07,356739.67,Active
A002287,C04541,B00401,Savings,2021-12-27,137274.76,Active
A002288,C02189,B00601,Current,2024-06-01,76472.87,Active
A002289,C02666,B00401,Premium Savings,2023-11-01,299557.0,Active
A002290,C04854,B00601,Savings,2024-10-26,256636.11,Active
A002291,C02056,B00701,Premium Savings,2023-04-04,82694.11,Active
A002292,C00143,B00401,Savings,2022-04-09,235697.05,Active
A002293,C01539,B00401,Premium Savings,2021-02-07,0.0,Active
A002294,C02152,B00301,Salary,2022-08-09,275201.74,Active
A002295,C03105,B00201,Salary,2021-07-22,229996.64,Active
A002296,C02736,B00801,Salary,2024-04-11,140177.58,Active
A002297,C01689,B00201,Salary,2023-10-19,3502.35,Active
A002298,C00190,B01001,Savings,2020-10-04,77587.79,Active
A002299,C01400,B00901,Savings,2023-02-06,263450.65,Active
A002300,C02810,B00301,Savings,2024-11-16,0.0,Active
A002301,C04709,B00501,Current,2024-07-02,341924.48,Active
A002302,C01965,B01001,Premium Savings,2021-06-01,87001.69,Active
A002303,C04473,B00301,Salary,2021-09-03,265388.66,Active
A002304,C02175,B00401,Salary,2022-01-25,341041.72,Active
A002305,C01933,B00601,Premium Savings,2024-09-17,212670.64,Active
A002306,C01616,B01001,Current,2020-12-28,111155.62,Active
A002307,C00799,B00201,Premium Savings,2020-03-05,258203.14,Active
A002308,C03708,B00801,Current,2022-11-19,218696.24,Active
A002309,C04210,B00401,Premium Savings,2024-07-07,258798.92,Active
A002310,C01177,B00401,Current,2023-07-26,247368.72,Active
A002311,C02166,B00201,Salary,2022-06-07,219549.49,Active
A002312,C04306,B00901,Premium Savings,2023-11-06,0.0,Active
A002313,C01705,B00801,Premium Savings,2021-12-10,306035.22,Active
A002314,C04686,B00701,Current,2022-03-28,377515.97,Active
A002315,C00086,B01001,Current,2023-07-03,179924.6,Active
A002316,C04186,B00501,Salary,2022-02-21,141635.66,Active
A002317,C00616,B00801,Savings,2024-10-12,89537.13,Active
A002318,C03457,B00801,Salary,2021-03-13,372707.89,Active
A002319,C03174,B00301,Premium Savings,2022-02-16,357945.46,Active
A002320,C02608,B00101,Salary,2023-07-28,192843.61,Active
A002321,C02815,B00101,Salary,2020-09-19,295395.75,Active
A002322,C00423,B01001,Current,2024-02-09,206762.55,Active
A002323,C00208,B00601,Salary,2024-10-25,78902.58,Active
A002324,C01857,B00601,Premium Savings,2021-08-02,190034.51,Active
A002325,C03450,B00101,Savings,2021-06-17,203265.51,Active
A002326,C00133,B00701,Salary,2020-10-02,147128.76,Active
A002327,C01892,B00301,Premium Savings,2021-11-10,224621.65,Active
A002328,C00558,B00401,Salary,2023-11-08,123758.81,Active
A002329,C02426,B00301,Premium Savings,2020-07-30,163878.58,Active
A002330,C02359,B00201,Premium Savings,2021-09-08,166333.8,Active
A002331,C02329,B00201,Current,2023-10-09,214773.99,Active
A002332,C00963,B00201,Savings,2022-02-09,149902.74,Active
A002333,C04616,B00601,Current,2021-12-05,148184.9,Active
A002334,C02427,B00101,Current,2022-06-26,89505.1,Active
A002335,C01443,B00401,Premium Savings,2020-05-14,322157.84,Active
A002336,C02382,B00401,Salary,2024-03-18,367145.5,Active
A002337,C02408,B00501,Savings,2022-07-28,206287.91,Active
A002338,C00658,B00801,Premium Savings,2020-08-20,160510.12,Active
A002339,C04253,B00601,Salary,2020-08-26,0.0,Active
A002340,C01861,B01001,Premium Savings,2022-11-17,365020.51,Active
A002341,C04483,B00201,Premium Savings,2020-04-11,273098.45,Active
A002342,C02798,B00301,Current,2021-04-30,80854.3,Active
A002343,C03728,B00401,Current,2023-05-23,272693.56,Active
A002344,C03168,B00601,Premium Savings,2022-07-24,254139.29,Active
A002345,C01736,B01001,Premium Savings,2023-11-14,215554.06,Active
A002346,C00493,B00101,Savings,2020-03-08,236828.06,Active
A002347,C00978,B00901,Current,2021-08-03,280118.09,Active
A002348,C00340,B00201,Salary,2023-08-21,421159.58,Active
A002349,C04316,B00501,Salary,2021-10-03,343828.45,Active
A002350,C00854,B00501,Savings,2021-08-20,274987.04,Active
A002351,C00813,B00801,Salary,2024-10-01,50588.25,Active
A002352,C00399,B00201,Salary,2022-02-08,35170.26,Active
A002353,C02675,B00501,Current,2023-04-23,36614.18,Active
A002354,C01131,B00801,Premium Savings,2022-05-23,58988.72,Active
A002355,C00528,B00801,Salary,2022-09-12,214955.34,Active
A002356,C00072,B00901,Premium Savings,2023-07-20,259145.66,Active
A002357,C00645,B00401,Salary,2022-10-25,100655.72,Active
A002358,C04394,B00601,Salary,2020-01-02,99456.78,Active
A002359,C03743,B00701,Savings,2021-03-18,242288.19,Active
A002360,C04279,B00301,Premium Savings,2023-05-17,427889.23,Active
A002361,C00735,B00901,Salary,2021-05-26,276045.3,Active
A002362,C00949,B01001,Salary,2021-08-17,85307.33,Active
A002363,C04042,B00501,Salary,2020-06-14,33976.96,Active
A002364,C02557,B01001,Savings,2022-10-14,175027.85,Active
A002365,C04919,B00901,Premium Savings,2021-09-27,98621.52,Active
A002366,C00677,B00501,Salary,2022-05-05,324788.37,Active
A002367,C04539,B00301,Salary,2020-05-02,343846.5,Active
A002368,C00115,B00101,Premium Savings,2021-01-04,75689.48,Active
A002369,C03949,B00401,Savings,2023-10-14,386535.26,Active
A002370,C03836,B00501,Savings,2022-09-16,144087.1,Active
A002371,C02818,B00401,Current,2021-06-01,285317.27,Active
A002372,C01801,B00101,Savings,2021-06-18,179498.52,Active
A002373,C03087,B00901,Salary,2024-02-10,151913.74,Active
A002374,C01314,B00501,Salary,2022-09-18,136944.32,Active
A002375,C00536,B00901,Savings,2024-08-09,174623.06,Active
A002376,C03040,B00201,Salary,2023-01-13,66665.22,Active
A002377,C02916,B00501,Savings,2023-02-05,291357.36,Active
A002378,C00855,B00901,Current,2024-08-26,290641.08,Active
A002379,C02897,B00501,Salary,2024-08-29,61009.25,Active
A002380,C00448,B00901,Current,2024-11-03,295408.13,Active
A002381,C03430,B00301,Salary,2024-02-03,372185.67,Active
A002382,C01975,B00601,Savings,2023-05-27,227915.45,Active
A002383,C02293,B00601,Premium Savings,2020-12-08,128507.44,Active
A002384,C02107,B00101,Current,2020-02-18,177103.61,Active
A002385,C00603,B00501,Current,2020-09-02,280351.96,Active
A002386,C04029,B00601,Savings,2022-05-04,64397.24,Active
A002387,C01449,B00301,Current,2020-09-03,226840.45,Active
A002388,C02149,B00501,Premium Savings,2021-08-26,271543.13,Active
A002389,C00389,B00401,Current,2020-09-28,163633.72,Active
A002390,C03044,B00301,Current,2020-10-05,115720.5,Active
A002391,C01701,B00601,Premium Savings,2023-03-11,99448.64,Active
A002392,C04193,B00501,Premium Savings,2021-11-19,42040.08,Active
A002393,C03913,B00401,Salary,2022-01-09,361028.56,Active
A002394,C00452,B00301,Savings,2021-12-15,365786.29,Active
A002395,C01495,B00201,Premium Savings,2021-04-26,188841.64,Active
A002396,C00037,B00601,Savings,2020-04-13,61974.44,Active
A002397,C03382,B00801,Current,2020-02-06,276791.83,Active
A002398,C04692,B00201,Premium Savings,2021-09-06,308392.46,Active
A002399,C03815,B00901,Savings,2023-04-06,79319.65,Active
A002400,C00229,B00301,Salary,2020-08-22,424482.1,Active
A002401,C04047,B00501,Premium Savings,2020-08-18,396539.79,Active
A002402,C00501,B00301,Savings,2021-06-05,225541.51,Active
A002403,C03267,B00801,Savings,2024-08-10,442580.54,Active
A002404,C04755,B00401,Savings,2023-10-31,136492.62,Active
A002405,C03042,B00101,Premium Savings,2020-10-16,114843.52,Active
A002406,C00154,B00601,Savings,2022-08-31,252388.97,Active
A002407,C04684,B00601,Salary,2024-03-08,154926.67,Active
A002408,C00942,B00501,Premium Savings,2021-05-21,235253.27,Active
A002409,C02521,B00401,Premium Savings,2021-10-24,204393.49,Active
A002410,C04313,B00601,Savings,2023-09-18,365800.81,Active
A002411,C00535,B00501,Savings,2022-07-28,275804.83,Active
A002412,C00874,B00301,Premium Savings,2022-04-30,285090.75,Active
A002413,C00276,B00401,Salary,2022-07-08,125749.44,Active
A002414,C00717,B00701,Current,2020-03-01,43561.23,Active
A002415,C04008,B00301,Current,2023-10-05,250833.08,Active
A002416,C00976,B01001,Premium Savings,2020-03-09,195307.09,Active
A002417,C04867,B00901,Savings,2022-09-02,229029.08,Active
A002418,C00988,B00101,Current,2024-01-05,266424.8,Active
A002419,C00583,B00601,Premium Savings,2023-12-22,280782.92,Active
A002420,C00138,B00801,Savings,2022-08-24,339864.73,Active
A002421,C01148,B00101,Current,2022-06-17,46059.99,Active
A002422,C00844,B01001,Premium Savings,2024-06-22,194650.46,Active
A002423,C02168,B00101,Current,2022-03-25,376063.81,Active
A002424,C01233,B00401,Savings,2022-08-02,43158.58,Active
A002425,C02380,B00101,Salary,2022-04-18,162271.36,Active
A002426,C03290,B00701,Premium Savings,2020-09-28,138363.98,Active
A002427,C01429,B01001,Premium Savings,2021-03-25,85601.89,Active
A002428,C02634,B00401,Savings,2021-03-05,98165.71,Active
A002429,C03250,B00101,Current,2021-10-17,101145.99,Active
A002430,C04673,B00301,Salary,2021-08-08,280055.29,Active
A002431,C01394,B00901,Salary,2024-02-20,246448.36,Active
A002432,C02826,B00901,Salary,2024-06-03,380470.48,Active
A002433,C02041,B01001,Premium Savings,2020-01-24,221576.01,Active
A002434,C03000,B00501,Savings,2023-07-29,161427.9,Active
A002435,C00457,B00401,Salary,2021-12-20,259624.05,Active
A002436,C04303,B00801,Premium Savings,2020-03-21,114467.95,Active
A002437,C02342,B00401,Current,2022-09-29,164521.9,Active
A002438,C01358,B00101,Current,2021-05-25,179519.03,Active
A002439,C02916,B00601,Current,2020-01-13,189430.82,Active
A002440,C03229,B00201,Salary,2023-02-18,286028.44,Active
A002441,C04254,B01001,Current,2020-06-23,233451.61,Active
A002442,C00262,B00501,Savings,2021-08-22,347034.11,Active
A002443,C03803,B00401,Salary,2022-07-22,351410.42,Active
A002444,C01171,B00301,Current,2021-07-31,268987.39,Active
A002445,C04442,B01001,Current,2021-10-23,189059.16,Active
A002446,C01624,B00401,Savings,2020-10-25,100728.79,Active
A002447,C02402,B00601,Savings,2021-08-31,341167.81,Active
A002448,C04057,B00601,Current,2021-02-01,210277.76,Active
A002449,C04538,B00201,Salary,2024-11-02,215710.77,Active
A002450,C04373,B00201,Current,2021-09-28,114947.11,Active
A002451,C03609,B00701,Savings,2023-05-27,162235.98,Active
A002452,C02379,B00601,Current,2022-04-27,298432.65,Active
A002453,C01015,B00201,Current,2023-11-02,183272.9,Active
A002454,C00282,B01001,Savings,2024-04-11,237235.55,Active
A002455,C04735,B00301,Salary,2024-09-05,234798.12,Active
A002456,C00387,B00401,Premium Savings,2023-07-26,330633.72,Active
A002457,C00167,B00501,Current,2020-12-30,153535.75,Active
A002458,C02440,B01001,Current,2021-07-14,97862.18,Active
A002459,C04552,B00601,Premium Savings,2021-10-10,191306.39,Active
A002460,C04763,B00301,Current,2024-05-08,108222.88,Active
A002461,C02712,B00501,Current,2023-11-18,245712.1,Active
A002462,C03178,B00601,Savings,2021-11-14,75439.96,Active
A002463,C02574,B00101,Savings,2023-04-30,257418.18,Active
A002464,C02810,B00301,Savings,2024-10-12,153136.58,Active
A002465,C01993,B00101,Savings,2022-08-21,254843.04,Active
A002466,C00904,B00701,Salary,2022-01-05,256109.69,Active
A002467,C00849,B01001,Current,2021-04-22,72872.7,Active
A002468,C00898,B01001,Salary,2021-02-20,0.0,Active
A002469,C02118,B01001,Current,2020-03-28,376912.54,Active
A002470,C02232,B00401,Savings,2022-10-15,104087.43,Active
A002471,C00772,B01001,Savings,2024-06-30,105811.36,Active
A002472,C03391,B00701,Salary,2020-11-19,207733.25,Active
A002473,C04177,B00301,Premium Savings,2020-04-07,174054.52,Active
A002474,C03108,B00101,Salary,2020-01-30,92661.84,Active
A002475,C00372,B00401,Savings,2021-05-04,202098.1,Active
A002476,C02829,B00101,Premium Savings,2021-10-09,222694.7,Active
A002477,C03273,B01001,Current,2022-05-29,359968.95,Active
A002478,C00758,B00401,Premium Savings,2023-12-28,148446.06,Active
A002479,C03062,B01001,Savings,2021-08-10,207889.22,Active
A002480,C00806,B00801,Premium Savings,2021-04-26,206484.39,Active
A002481,C03667,B01001,Savings,2022-03-16,328567.03,Active
A002482,C01929,B00201,Salary,2022-12-01,186719.44,Active
A002483,C01224,B00301,Salary,2023-06-18,99022.24,Active
A002484,C04882,B00201,Savings,2023-07-01,239861.56,Active
A002485,C02891,B00701,Savings,2021-05-17,12579.28,Active
A002486,C02461,B00301,Premium Savings,2021-03-11,199048.51,Active
A002487,C03996,B00601,Salary,2021-10-14,113886.84,Active
A002488,C01634,B00901,Current,2020-11-10,227287.3,Active
A002489,C02061,B00901,Salary,2024-11-14,178450.26,Active
A002490,C01590,B00401,Premium Savings,2023-02-25,139897.73,Active
A002491,C02397,B00801,Salary,2021-09-06,105327.23,Active
A002492,C04173,B00801,Current,2023-11-20,143369.26,Active
A002493,C01920,B00101,Premium Savings,2024-07-05,197411.58,Active
A002494,C03648,B00901,Salary,2022-04-10,218645.94,Active
A002495,C00536,B00601,Premium Savings,2022-04-03,279843.04,Active
A002496,C02553,B00301,Savings,2021-05-21,102046.52,Active
A002497,C03589,B00201,Current,2022-03-07,306047.95,Active
A002498,C00752,B00401,Premium Savings,2024-08-17,465616.85,Active
A002499,C04849,B01001,Salary,2020-03-24,248184.01,Active
A002500,C03299,B00901,Current,2022-12-13,259047.45,Active
A002501,C03649,B00501,Savings,2022-08-07,125885.51,Active
A002502,C02428,B00501,Premium Savings,2020-02-20,1923.95,Active
A002503,C02991,B00401,Current,2021-02-25,0.0,Active
A002504,C04486,B00701,Salary,2020-08-07,162812.72,Active
A002505,C01901,B00201,Premium Savings,2020-01-06,331115.12,Active
A002506,C01085,B00201,Current,2020-11-09,262678.99,Active
A002507,C04254,B00101,Premium Savings,2021-01-19,225693.45,Active
A002508,C04584,B00901,Premium Savings,2021-11-01,164097.3,Active
A002509,C02305,B00101,Current,2024-04-29,230079.74,Active
A002510,C01252,B00401,Salary,2022-07-16,60332.06,Active
A002511,C01411,B00901,Premium Savings,2023-05-12,98087.0,Active
A002512,C01745,B00101,Current,2023-09-12,114256.4,Active
