customer_id,customer_name,age,gender,city,state,occupation,customer_segment,join_date
C00615,Customer 00615,67,Female,Chennai,Tamil Nadu,Student,Mass,2022-05-01
C00616,Customer 00616,29,Male,Pune,Maharashtra,Salaried,Mass,2019-08-14
C00617,Customer 00617,60,Female,Kolkata,West Bengal,Business,Mass,2018-01-23
C00618,Customer 00618,38,Male,Kolkata,West Bengal,Self-Employed,Mass,2019-04-11
C00619,Customer 00619,22,Female,Vijayawada,Andhra Pradesh,Business,Mass,2019-01-18
C00620,Customer 00620,58,Female,Surat,Gujarat,Salaried,Mass Affluent,2022-10-06
C00621,Customer 00621,65,Female,Mumbai,Maharashtra,Student,Mass,2020-07-20
C00622,Customer 00622,65,Female,Ahmedabad,Gujarat,Student,Mass Affluent,2018-12-31
C00623,Customer 00623,69,Female,Surat,Gujarat,Business,Mass Affluent,2019-09-04
C00624,Customer 00624,43,Male,Noida,Uttar Pradesh,Self-Employed,Affluent,2023-07-08
C00625,Customer 00625,23,Female,Jodhpur,Rajasthan,Student,Mass,2020-11-25
C00626,Customer 00626,22,Male,Noida,Uttar Pradesh,Salaried,Mass,2022-09-27
C00627,Customer 00627,43,Male,New Delhi,Delhi,Student,Mass,2023-08-20
C00628,Customer 00628,58,Female,Surat,Gujarat,Salaried,Mass Affluent,2018-05-20
C00629,Customer 00629,69,Male,Jodhpur,Rajasthan,Self-Employed,Mass,2022-07-21
C00630,Customer 00630,66,Female,Visakhapatnam,Andhra Pradesh,Salaried,Mass,2021-12-01
C00631,Customer 00631,60,Male,Kolkata,West Bengal,Business,Premium,2022-11-16
C00632,Customer 00632,22,Male,Mysuru,Karnataka,Salaried,Premium,2018-03-10
C00633,Customer 00633,40,Female,Lucknow,Uttar Pradesh,Salaried,Mass,2024-03-06
C00634,Customer 00634,55,Female,Bengaluru,Karnataka,Self-Employed,Premium,2020-12-22
C00635,Customer 00635,48,Male,Visakhapatnam,Andhra Pradesh,Salaried,Mass Affluent,2025-01-17
C00636,Customer 00636,52,Male,Jodhpur,Rajasthan,Business,Mass,2018-09-15
C00637,Customer 00637,32,Male,Ahmedabad,Gujarat,Self-Employed,Mass,2024-10-11
C00638,Customer 00638,50,Female,Coimbatore,Tamil Nadu,Salaried,Affluent,2022-06-10
C00639,Customer 00639,27,Female,Jaipur,Rajasthan,Self-Employed,Mass Affluent,2018-12-05
C00640,Customer 00640,38,Male,Surat,Gujarat,Salaried,Affluent,2018-10-27
C00641,Customer 00641,44,Male,Bengaluru,Karnataka,Retired,Affluent,2018-03-18
C00642,Customer 00642,27,Female,Mysuru,Karnataka,Student,Mass,2023-03-15
C00643,Customer 00643,34,Male,Kolkata,West Bengal,Business,Mass,2022-07-22
C00644,Customer 00644,39,Male,Jaipur,Rajasthan,Salaried,Mass,2024-06-16
C00645,Customer 00645,45,Female,Coimbatore,Tamil Nadu,Salaried,Affluent,2019-07-22
C00646,Customer 00646,58,Female,Vijayawada,Andhra Pradesh,Self-Employed,Mass Affluent,2019-09-07
C00647,Customer 00647,69,Male,New Delhi,Delhi,Salaried,Mass Affluent,2020-06-10
C00648,Customer 00648,57,Female,Bengaluru,Karnataka,Self-Employed,Mass Affluent,2019-09-12
C00649,Customer 00649,40,Female,Noida,Uttar Pradesh,Retired,Mass,2023-11-16
C00650,Customer 00650,38,Male,Mumbai,Maharashtra,Business,Mass,2019-06-20
C00651,Customer 00651,58,Male,Surat,Gujarat,Salaried,Affluent,2023-06-11
C00652,Customer 00652,54,Female,Mumbai,Maharashtra,Salaried,Mass Affluent,2024-10-13
C00653,Customer 00653,39,Female,Surat,Gujarat,Student,Mass,2020-01-30
C00654,Customer 00654,46,Female,Surat,Gujarat,Self-Employed,Mass,2022-08-10
C00655,Customer 00655,21,Male,Mumbai,Maharashtra,Student,Mass,2020-07-03
C00656,Customer 00656,37,Female,Hyderabad,Telangana,Retired,Mass,2023-05-26
C00657,Customer 00657,26,Male,Kolkata,West Bengal,Business,Affluent,2024-08-12
C00658,Customer 00658,48,Female,Kolkata,West Bengal,Retired,Mass Affluent,2024-08-13
C00659,Customer 00659,65,Male,Visakhapatnam,Andhra Pradesh,Student,Premium,2022-06-17
C00660,Customer 00660,42,Male,Warangal,Telangana,Retired,Mass Affluent,2023-03-04
C00661,Customer 00661,22,Female,Ahmedabad,Gujarat,Student,Mass,2021-02-07
C00662,Customer 00662,47,Female,Chennai,Tamil Nadu,Student,Mass Affluent,2020-05-27
C00663,Customer 00663,59,Male,Visakhapatnam,Andhra Pradesh,Salaried,Mass,2018-08-30
C00664,Customer 00664,25,Male,Vijayawada,Andhra Pradesh,Student,Mass,2022-08-15
C00665,Customer 00665,21,Male,Hyderabad,Telangana,Retired,Mass Affluent,2018-11-22
C00666,Customer 00666,62,Male,Mumbai,Maharashtra,Retired,Premium,2021-06-06
C00667,Customer 00667,46,Female,Jaipur,Rajasthan,Business,Premium,2023-06-19
C00668,Customer 00668,33,Female,Jodhpur,Rajasthan,Salaried,Mass,2020-10-23
C00669,Customer 00669,47,Male,Jaipur,Rajasthan,Self-Employed,Mass,2020-01-10
C00670,Customer 00670,58,Female,Bengaluru,Karnataka,Retired,Mass,2020-12-21
C00671,Customer 00671,28,Female,New Delhi,Delhi,Salaried,Mass Affluent,2018-08-22
C00672,Customer 00672,68,Female,Kolkata,West Bengal,Retired,Mass,2025-02-11
C00673,Customer 00673,55,Female,Ahmedabad,Gujarat,Salaried,Mass,2020-10-16
C00674,Customer 00674,35,Male,Mysuru,Karnataka,Business,Premium,2019-03-25
C00675,Customer 00675,23,Female,Bengaluru,Karnataka,Student,Affluent,2024-12-21
C00676,Customer 00676,27,Female,Ahmedabad,Gujarat,Business,Mass,2019-12-21
C00677,Customer 00677,70,Male,Coimbatore,Tamil Nadu,Retired,Mass,2023-09-18
C00678,Customer 00678,64,Male,New Delhi,Delhi,Salaried,Mass,2019-09-24
C00679,Customer 00679,50,Male,New Delhi,Delhi,Salaried,Mass Affluent,2021-10-12
C00680,Customer 00680,66,Male,Vijayawada,Andhra Pradesh,Self-Employed,Mass,2023-05-23
C00681,Customer 00681,63,Female,Visakhapatnam,Andhra Pradesh,Salaried,Affluent,2019-12-23
C00682,Customer 00682,65,Female,Surat,Gujarat,Student,Mass Affluent,2024-03-30
C00683,Customer 00683,66,Female,Visakhapatnam,Andhra Pradesh,Business,Mass Affluent,2018-10-30
C00684,Customer 00684,51,Male,Kolkata,West Bengal,Business,Mass,2021-11-25
C00685,Customer 00685,22,Male,Ahmedabad,Gujarat,Retired,Mass,2021-06-17
C00686,Customer 00686,58,Male,Pune,Maharashtra,Retired,Mass,2023-11-08
C00687,Customer 00687,41,Male,New Delhi,Delhi,Salaried,Premium,2025-03-15
C00688,Customer 00688,51,Male,Bengaluru,Karnataka,Student,Mass Affluent,2025-05-10
C00689,Customer 00689,23,Female,Vijayawada,Andhra Pradesh,Self-Employed,Mass Affluent,2019-02-13
C00690,Customer 00690,21,Male,Pune,Maharashtra,Business,Affluent,2023-05-28
C00691,Customer 00691,69,Male,Kolkata,West Bengal,Salaried,Premium,2022-03-25
C00692,Customer 00692,24,Female,Mumbai,Maharashtra,Student,Premium,2018-10-08
C00693,Customer 00693,67,Male,Mysuru,Karnataka,Business,Affluent,2019-03-05
C00694,Customer 00694,52,Female,Pune,Maharashtra,Retired,Mass,2020-07-28
C00695,Customer 00695,33,Male,Warangal,Telangana,Salaried,Mass Affluent,2019-08-20
C00696,Customer 00696,38,Male,Visakhapatnam,Andhra Pradesh,Salaried,Mass Affluent,2021-02-09
C00697,Customer 00697,55,Male,Coimbatore,Tamil Nadu,Student,Mass Affluent,2019-08-26
C00698,Customer 00698,44,Male,Mysuru,Karnataka,Retired,Affluent,2022-04-01
C00699,Customer 00699,52,Female,Hyderabad,Telangana,Retired,Affluent,2023-05-23
C00700,Customer 00700,21,Male,Kolkata,West Bengal,Salaried,Mass,2022-07-21
C00701,Customer 00701,30,Female,Mysuru,Karnataka,Business,Premium,2025-01-15
C00702,Customer 00702,44,Female,Jodhpur,Rajasthan,Student,Mass,2023-01-31
C00703,Customer 00703,59,Female,New Delhi,Delhi,Retired,Premium,2020-02-10
C00704,Customer 00704,57,Male,Mumbai,Maharashtra,Salaried,Mass,2022-02-12
C00705,Customer 00705,32,Female,Jaipur,Rajasthan,Student,Premium,2020-05-16
C00706,Customer 00706,26,Female,Kolkata,West Bengal,Retired,Mass,2021-11-10
C00707,Customer 00707,29,Male,Mumbai,Maharashtra,Business,Mass Affluent,2023-06-11
C00708,Customer 00708,39,Male,Ahmedabad,Gujarat,Self-Employed,Mass,2020-06-06
C00709,Customer 00709,59,Male,Vijayawada,Andhra Pradesh,Salaried,Premium,2022-11-10
C00710,Customer 00710,64,Female,Mysuru,Karnataka,Student,Affluent,2023-03-22
C00711,Customer 00711,21,Female,Surat,Gujarat,Self-Employed,Mass,2019-11-25
C00712,Customer 00712,27,Female,Kolkata,West Bengal,Student,Mass,2019-05-26
C00713,Customer 00713,33,Female,Ahmedabad,Gujarat,Business,Mass Affluent,2022-12-31
C00714,Customer 00714,37,Male,Coimbatore,Tamil Nadu,Salaried,Premium,2021-08-02
C00715,Customer 00715,66,Female,Jaipur,Rajasthan,Retired,Mass,2020-10-11
C00716,Customer 00716,50,Male,Hyderabad,Telangana,Business,Affluent,2018-05-01
C00717,Customer 00717,68,Male,Mumbai,Maharashtra,Salaried,Affluent,2019-05-02
C00718,Customer 00718,21,Female,Visakhapatnam,Andhra Pradesh,Salaried,Mass,2023-08-13
C00719,Customer 00719,32,Female,Warangal,Telangana,Student,Affluent,2021-06-02
C00720,Customer 00720,38,Male,Warangal,Telangana,Retired,Mass,2018-05-05
C00721,Customer 00721,46,Male,Visakhapatnam,Andhra Pradesh,Salaried,Affluent,2024-11-16
C00722,Customer 00722,62,Male,Mumbai,Maharashtra,Student,Mass Affluent,2024-06-18
C00723,Customer 00723,58,Female,Mumbai,Maharashtra,Business,Mass Affluent,2018-06-16
C00724,Customer 00724,25,Male,Pune,Maharashtra,Salaried,Affluent,2025-05-03
C00725,Customer 00725,60,Female,New Delhi,Delhi,Retired,Premium,2022-10-01
C00726,Customer 00726,50,Female,New Delhi,Delhi,Student,Premium,2024-05-02
C00727,Customer 00727,21,Female,Visakhapatnam,Andhra Pradesh,Business,Mass Affluent,2025-04-21
C00728,Customer 00728,25,Female,Visakhapatnam,Andhra Pradesh,Student,Mass Affluent,2022-12-20
C00729,Customer 00729,24,Female,Ahmedabad,Gujarat,Salaried,Mass Affluent,2020-03-03
C00730,Customer 00730,49,Male,New Delhi,Delhi,Business,Mass Affluent,2024-12-06
C00731,Customer 00731,69,Female,Jaipur,Rajasthan,Self-Employed,Mass,2018-06-26
C00732,Customer 00732,39,Female,Kolkata,West Bengal,Self-Employed,Premium,2020-12-24
C00733,Customer 00733,26,Female,Hyderabad,Telangana,Student,Mass,2018-10-26
C00734,Customer 00734,24,Male,Pune,Maharashtra,Student,Mass Affluent,2021-10-09
C00735,Customer 00735,47,Female,New Delhi,Delhi,Business,Mass Affluent,2019-03-05
C00736,Customer 00736,54,Male,Mumbai,Maharashtra,Retired,Mass,2018-03-06
C00737,Customer 00737,22,Male,Pune,Maharashtra,Salaried,Mass,2020-04-17
C00738,Customer 00738,40,Female,Noida,Uttar Pradesh,Retired,Mass,2019-08-08
C00739,Customer 00739,60,Male,Mumbai,Maharashtra,Student,Affluent,2019-08-25
C00740,Customer 00740,65,Male,Vijayawada,Andhra Pradesh,Self-Employed,Mass,2025-06-07
C00741,Customer 00741,28,Female,Chennai,Tamil Nadu,Self-Employed,Mass Affluent,2025-06-20
C00742,Customer 00742,51,Male,Noida,Uttar Pradesh,Self-Employed,Mass,2022-05-24
C00743,Customer 00743,34,Male,Bengaluru,Karnataka,Retired,Mass,2018-09-29
C00744,Customer 00744,53,Female,Kolkata,West Bengal,Student,Mass,2020-08-26
C00745,Customer 00745,53,Male,Mumbai,Maharashtra,Self-Employed,Mass,2023-03-16
C00746,Customer 00746,51,Male,Visakhapatnam,Andhra Pradesh,Self-Employed,Affluent,2020-12-20
C00747,Customer 00747,49,Male,Surat,Gujarat,Salaried,Affluent,2018-12-31
C00748,Customer 00748,29,Female,Visakhapatnam,Andhra Pradesh,Business,Affluent,2023-05-06
C00749,Customer 00749,35,Male,Chennai,Tamil Nadu,Salaried,Affluent,2024-05-27
C00750,Customer 00750,56,Female,Mumbai,Maharashtra,Student,Mass,2018-03-11
C00751,Customer 00751,27,Female,Mysuru,Karnataka,Retired,Mass Affluent,2022-02-21
C00752,Customer 00752,27,Male,Jodhpur,Rajasthan,Business,Mass Affluent,2024-05-27
C00753,Customer 00753,57,Male,Vijayawada,Andhra Pradesh,Business,Mass,2020-03-22
C00754,Customer 00754,39,Female,Pune,Maharashtra,Student,Mass Affluent,2018-03-04
C00755,Customer 00755,48,Female,Vijayawada,Andhra Pradesh,Student,Mass,2022-12-06
C00756,Customer 00756,59,Female,New Delhi,Delhi,Business,Affluent,2018-08-25
C00757,Customer 00757,23,Female,Kolkata,West Bengal,Self-Employed,Mass Affluent,2019-08-06
C00758,Customer 00758,51,Female,Kolkata,West Bengal,Self-Employed,Mass Affluent,2020-05-06
C00759,Customer 00759,30,Male,Jaipur,Rajasthan,Retired,Mass,2020-07-30
C00760,Customer 00760,41,Female,Chennai,Tamil Nadu,Student,Premium,2020-07-06
C00761,Customer 00761,21,Female,Jodhpur,Rajasthan,Retired,Affluent,2021-11-01
C00762,Customer 00762,32,Male,Surat,Gujarat,Salaried,Premium,2022-03-29
C00763,Customer 00763,60,Female,Vijayawada,Andhra Pradesh,Student,Mass,2023-06-05
C00764,Customer 00764,42,Female,Noida,Uttar Pradesh,Salaried,Mass,2023-08-14
C00765,Customer 00765,30,Female,New Delhi,Delhi,Self-Employed,Mass,2021-12-15
C00766,Customer 00766,66,Female,Kolkata,West Bengal,Student,Mass Affluent,2022-01-16
C00767,Customer 00767,23,Male,Pune,Maharashtra,Student,Mass,2024-06-05
C00768,Customer 00768,66,Female,Warangal,Telangana,Business,Mass,2019-10-16
C00769,Customer 00769,65,Male,New Delhi,Delhi,Self-Employed,Mass Affluent,2019-08-14
C00770,Customer 00770,51,Female,Visakhapatnam,Andhra Pradesh,Salaried,Mass,2021-01-04
C00771,Customer 00771,47,Male,Ahmedabad,Gujarat,Salaried,Mass,2019-01-30
C00772,Customer 00772,32,Female,New Delhi,Delhi,Self-Employed,Premium,2019-03-18
C00773,Customer 00773,59,Male,Mysuru,Karnataka,Retired,Premium,2018-03-14
C00774,Customer 00774,70,Female,Ahmedabad,Gujarat,Retired,Premium,2025-05-28
C00775,Customer 00775,26,Male,Warangal,Telangana,Business,Premium,2019-01-09
C00776,Customer 00776,55,Female,Jaipur,Rajasthan,Student,Premium,2025-02-11
C00777,Customer 00777,54,Male,Jaipur,Rajasthan,Business,Mass Affluent,2024-10-07
C00778,Customer 00778,50,Female,Hyderabad,Telangana,Business,Mass,2021-11-22
C00779,Customer 00779,27,Female,New Delhi,Delhi,Business,Mass Affluent,2022-07-21
C00780,Customer 00780,30,Female,Ahmedabad,Gujarat,Student,Mass,2018-03-06
C00781,Customer 00781,25,Female,Jodhpur,Rajasthan,Business,Mass Affluent,2021-04-20
C00782,Customer 00782,29,Female,Bengaluru,Karnataka,Student,Premium,2019-10-09
C00783,Customer 00783,57,Male,New Delhi,Delhi,Self-Employed,Premium,2022-12-07
C00784,Customer 00784,59,Female,Lucknow,Uttar Pradesh,Salaried,Affluent,2018-02-14
C00785,Customer 00785,31,Female,Hyderabad,Telangana,Retired,Mass,2022-07-04
C00786,Customer 00786,24,Male,Surat,Gujarat,Business,Mass,2025-03-01
C00787,Customer 00787,69,Male,Mysuru,Karnataka,Business,Mass,2021-08-31
C00788,Customer 00788,57,Male,New Delhi,Delhi,Retired,Mass,2022-08-17
C00789,Customer 00789,49,Female,Ahmedabad,Gujarat,Student,Mass,2021-09-25
C00790,Customer 00790,55,Male,Ahmedabad,Gujarat,Retired,Premium,2023-11-12
C00791,Customer 00791,25,Male,Lucknow,Uttar Pradesh,Self-Employed,Affluent,2025-04-17
C00792,Customer 00792,69,Female,New Delhi,Delhi,Salaried,Affluent,2020-04-10
C00793,Customer 00793,67,Male,Ahmedabad,Gujarat,Student,Mass,2018-01-03
C00794,Customer 00794,22,Female,Visakhapatnam,Andhra Pradesh,Salaried,Mass,2018-07-03
C00795,Customer 00795,53,Male,Jaipur,Rajasthan,Retired,Mass,2025-01-19
C00796,Customer 00796,30,Female,Jodhpur,Rajasthan,Salaried,Mass,2022-11-14
C00797,Customer 00797,25,Female,Chennai,Tamil Nadu,Retired,Mass,2025-02-13
C00798,Customer 00798,62,Female,New Delhi,Delhi,Business,Mass,2022-06-21
C00799,Customer 00799,54,Female,Mysuru,Karnataka,Retired,Mass,2020-06-01
C00800,Customer 00800,40,Male,Noida,Uttar Pradesh,Business,Affluent,2025-01-18
C00801,Customer 00801,65,Female,Mysuru,Karnataka,Salaried,Mass,2020-07-08
C00802,Customer 00802,22,Female,Chennai,Tamil Nadu,Business,Premium,2021-01-07
C00803,Customer 00803,60,Male,Ahmedabad,Gujarat,Self-Employed,Premium,2019-05-05
C00804,Customer 00804,59,Female,Kolkata,West Bengal,Retired,Mass,2021-07-05
C00805,Customer 00805,28,Female,Visakhapatnam,Andhra Pradesh,Salaried,Mass,2024-08-01
C00806,Customer 00806,68,Female,Kolkata,West Bengal,Retired,Premium,2023-09-03
C00807,Customer 00807,48,Male,Mumbai,Maharashtra,Business,Premium,2018-07-09
C00808,Customer 00808,64,Female,Lucknow,Uttar Pradesh,Salaried,Affluent,2025-08-25
C00809,Customer 00809,42,Male,Lucknow,Uttar Pradesh,Student,Mass Affluent,2019-11-18
C00810,Customer 00810,50,Male,Kolkata,West Bengal,Student,Premium,2019-10-06
C00811,Customer 00811,45,Female,Jaipur,Rajasthan,Self-Employed,Affluent,2022-07-28
C00812,Customer 00812,70,Female,Surat,Gujarat,Business,Affluent,2021-01-25
C00813,Customer 00813,48,Female,Visakhapatnam,Andhra Pradesh,Retired,Mass,2018-11-15
C00814,Customer 00814,68,Female,New Delhi,Delhi,Student,Mass,2023-11-03
C00815,Customer 00815,61,Male,Hyderabad,Telangana,Retired,Premium,2024-12-16
C00816,Customer 00816,34,Male,Chennai,Tamil Nadu,Student,Mass Affluent,2018-08-08
C00817,Customer 00817,27,Male,New Delhi,Delhi,Student,Mass Affluent,2023-09-16
C00818,Customer 00818,24,Female,Pune,Maharashtra,Retired,Mass,2023-02-23
C00819,Customer 00819,38,Male,Mysuru,Karnataka,Retired,Affluent,2023-03-08
C00820,Customer 00820,55,Male,Warangal,Telangana,Business,Affluent,2018-02-20
C00821,Customer 00821,29,Female,Surat,Gujarat,Self-Employed,Affluent,2024-12-26
C00822,Customer 00822,43,Male,Jodhpur,Rajasthan,Business,Premium,2019-05-30
C00823,Customer 00823,35,Female,Visakhapatnam,Andhra Pradesh,Salaried,Premium,2023-09-01
C00824,Customer 00824,30,Male,Vijayawada,Andhra Pradesh,Business,Mass,2021-11-12
C00825,Customer 00825,38,Female,Mumbai,Maharashtra,Business,Premium,2024-09-11
C00826,Customer 00826,70,Male,Mumbai,Maharashtra,Self-Employed,Mass,2024-04-30
C00827,Customer 00827,44,Female,Warangal,Telangana,Salaried,Affluent,2022-05-09
C00828,Customer 00828,41,Female,Noida,Uttar Pradesh,Business,Affluent,2022-03-30
C00829,Customer 00829,70,Male,Lucknow,Uttar Pradesh,Self-Employed,Premium,2019-12-15
C00830,Customer 00830,65,Male,Chennai,Tamil Nadu,Business,Mass Affluent,2022-10-25
C00831,Customer 00831,50,Male,Warangal,Telangana,Salaried,Mass,2020-02-01
C00832,Customer 00832,51,Male,Chennai,Tamil Nadu,Self-Employed,Premium,2020-06-20
C00833,Customer 00833,58,Female,New Delhi,Delhi,Business,Premium,2022-03-20
C00834,Customer 00834,23,Female,Lucknow,Uttar Pradesh,Salaried,Mass Affluent,2023-11-22
C00835,Customer 00835,47,Female,Noida,Uttar Pradesh,Student,Mass,2021-02-03
C00836,Customer 00836,43,Male,Mumbai,Maharashtra,Salaried,Affluent,2019-01-28
C00837,Customer 00837,23,Female,Pune,Maharashtra,Business,Mass Affluent,2022-06-04
C00838,Customer 00838,31,Male,Warangal,Telangana,Retired,Affluent,2024-08-03
C00839,Customer 00839,31,Male,Kolkata,West Bengal,Salaried,Affluent,2019-11-03
C00840,Customer 00840,29,Male,Noida,Uttar Pradesh,Student,Affluent,2023-12-27
C00841,Customer 00841,35,Male,Coimbatore,Tamil Nadu,Self-Employed,Mass,2020-12-20
C00842,Customer 00842,37,Female,Hyderabad,Telangana,Business,Mass Affluent,2024-03-26
C00843,Customer 00843,63,Male,Jodhpur,Rajasthan,Business,Mass,2022-12-11
C00844,Customer 00844,57,Female,Lucknow,Uttar Pradesh,Retired,Affluent,2019-10-20
C00845,Customer 00845,24,Male,Coimbatore,Tamil Nadu,Self-Employed,Mass Affluent,2020-09-27
C00846,Customer 00846,56,Female,New Delhi,Delhi,Business,Mass,2024-01-03
C00847,Customer 00847,29,Female,Hyderabad,Telangana,Retired,Affluent,2018-06-01
C00848,Customer 00848,42,Female,Hyderabad,Telangana,Self-Employed,Affluent,2025-08-26
C00849,Customer 00849,50,Female,Kolkata,West Bengal,Self-Employed,Mass,2021-05-25
C00850,Customer 00850,27,Male,Vijayawada,Andhra Pradesh,Student,Affluent,2019-03-26
C00851,Customer 00851,24,Male,Ahmedabad,Gujarat,Student,Affluent,2025-02-17
C00852,Customer 00852,31,Female,Noida,Uttar Pradesh,Self-Employed,Premium,2019-06-27
C00853,Customer 00853,38,Female,Lucknow,Uttar Pradesh,Business,Mass Affluent,2024-11-11
C00854,Customer 00854,43,Female,Ahmedabad,Gujarat,Retired,Mass,2024-11-08
C00855,Customer 00855,56,Female,New Delhi,Delhi,Business,Affluent,2020-01-19
C00856,Customer 00856,48,Male,Pune,Maharashtra,Retired,Mass Affluent,2025-04-10
C00857,Customer 00857,64,Male,Kolkata,West Bengal,Student,Mass,2024-11-01
C00858,Customer 00858,55,Female,Visakhapatnam,Andhra Pradesh,Self-Employed,Mass,2021-10-08
C00859,Customer 00859,59,Male,Kolkata,West Bengal,Self-Employed,Mass Affluent,2021-04-25
C00860,Customer 00860,42,Male,New Delhi,Delhi,Self-Employed,Mass,2018-09-21
C00861,Customer 00861,39,Female,Surat,Gujarat,Retired,Mass,2021-06-07
C00862,Customer 00862,58,Male,Surat,Gujarat,Student,Mass,2018-05-26
C00863,Customer 00863,48,Male,Coimbatore,Tamil Nadu,Self-Employed,Mass,2025-04-22
C00864,Customer 00864,22,Male,Chennai,Tamil Nadu,Business,Mass Affluent,2018-12-11
C00865,Customer 00865,67,Male,Chennai,Tamil Nadu,Self-Employed,Premium,2021-05-20
C00866,Customer 00866,40,Female,Jaipur,Rajasthan,Student,Mass,2021-03-22
C00867,Customer 00867,31,Female,New Delhi,Delhi,Self-Employed,Mass,2024-12-21
C00868,Customer 00868,22,Male,Chennai,Tamil Nadu,Salaried,Mass,2019-10-15
C00869,Customer 00869,65,Male,Visakhapatnam,Andhra Pradesh,Business,Mass,2024-05-20
C00870,Customer 00870,45,Female,Lucknow,Uttar Pradesh,Business,Premium,2019-06-05
C00871,Customer 00871,41,Female,Bengaluru,Karnataka,Business,Mass,2024-08-29
C00872,Customer 00872,69,Male,Surat,Gujarat,Student,Mass Affluent,2023-07-11
C00873,Customer 00873,65,Female,Noida,Uttar Pradesh,Business,Mass,2018-05-23
C00874,Customer 00874,69,Female,Chennai,Tamil Nadu,Retired,Affluent,2018-09-20
C00875,Customer 00875,33,Male,Vijayawada,Andhra Pradesh,Student,Premium,2019-04-01
C00876,Customer 00876,39,Female,Jaipur,Rajasthan,Student,Mass,2021-05-04
C00877,Customer 00877,40,Male,Kolkata,West Bengal,Self-Employed,Mass,2018-08-21
C00878,Customer 00878,56,Female,New Delhi,Delhi,Self-Employed,Mass Affluent,2022-08-09
C00879,Customer 00879,69,Female,Hyderabad,Telangana,Salaried,Premium,2023-08-06
C00880,Customer 00880,47,Male,Coimbatore,Tamil Nadu,Business,Affluent,2018-11-21
C00881,Customer 00881,23,Female,Mysuru,Karnataka,Student,Affluent,2018-02-14
C00882,Customer 00882,38,Female,Surat,Gujarat,Business,Mass Affluent,2019-04-02
C00883,Customer 00883,27,Female,Visakhapatnam,Andhra Pradesh,Salaried,Affluent,2021-01-30
C00884,Customer 00884,30,Female,Surat,Gujarat,Business,Affluent,2020-04-10
C00885,Customer 00885,59,Female,Jaipur,Rajasthan,Business,Mass,2024-05-22
C00886,Customer 00886,28,Female,New Delhi,Delhi,Self-Employed,Affluent,2021-01-06
C00887,Customer 00887,46,Male,Pune,Maharashtra,Student,Mass,2021-10-14
C00888,Customer 00888,60,Male,Kolkata,West Bengal,Business,Premium,2024-02-28
C00889,Customer 00889,24,Male,Jaipur,Rajasthan,Salaried,Premium,2020-05-09
C00890,Customer 00890,67,Female,New Delhi,Delhi,Student,Premium,2018-12-16
C00891,Customer 00891,59,Female,Coimbatore,Tamil Nadu,Business,Mass,2019-11-19
C00892,Customer 00892,47,Female,Mysuru,Karnataka,Student,Premium,2023-08-16
C00893,Customer 00893,53,Female,Mysuru,Karnataka,Salaried,Mass,2024-07-04
C00894,Customer 00894,35,Male,Mysuru,Karnataka,Self-Employed,Premium,2024-06-17
C00895,Customer 00895,34,Male,Mysuru,Karnataka,Salaried,Mass,2024-07-07
C00896,Customer 00896,29,Male,Kolkata,West Bengal,Salaried,Mass Affluent,2025-03-24
C00897,Customer 00897,34,Female,Warangal,Telangana,Self-Employed,Mass,2022-04-11
C00898,Customer 00898,43,Male,Noida,Uttar Pradesh,Student,Mass Affluent,2023-08-16
C00899,Customer 00899,63,Female,Pune,Maharashtra,Self-Employed,Mass,2023-10-18
C00900,Customer 00900,24,Female,Lucknow,Uttar Pradesh,Business,Affluent,2020-05-07
C00901,Customer 00901,29,Male,Kolkata,West Bengal,Retired,Mass,2019-09-24
C00902,Customer 00902,22,Female,Coimbatore,Tamil Nadu,Retired,Affluent,2021-06-14
C00903,Customer 00903,40,Female,New Delhi,Delhi,Self-Employed,Mass,2019-04-20
C00904,Customer 00904,67,Male,Jaipur,Rajasthan,Retired,Mass Affluent,2019-08-07
C00905,Customer 00905,44,Male,Ahmedabad,Gujarat,Retired,Premium,2025-07-03
C00906,Customer 00906,65,Female,Ahmedabad,Gujarat,Salaried,Mass,2021-11-20
C00907,Customer 00907,48,Female,Ahmedabad,Gujarat,Salaried,Mass Affluent,2021-12-30
C00908,Customer 00908,65,Female,Pune,Maharashtra,Salaried,Mass Affluent,2018-03-31
C00909,Customer 00909,49,Female,Visakhapatnam,Andhra Pradesh,Self-Employed,Premium,2019-02-21
C00910,Customer 00910,64,Female,Mumbai,Maharashtra,Retired,Premium,2020-02-22
C00911,Customer 00911,39,Male,Lucknow,Uttar Pradesh,Student,Affluent,2023-05-23
C00912,Customer 00912,48,Male,Warangal,Telangana,Business,Affluent,2022-03-10
C00913,Customer 00913,21,Male,Vijayawada,Andhra Pradesh,Business,Affluent,2022-05-31
C00914,Customer 00914,62,Female,Ahmedabad,Gujarat,Student,Mass Affluent,2020-04-22
C00915,Customer 00915,31,Female,Mysuru,Karnataka,Self-Employed,Premium,2022-07-06
C00916,Customer 00916,43,Male,Kolkata,West Bengal,Student,Affluent,2019-04-11
C00917,Customer 00917,58,Female,New Delhi,Delhi,Self-Employed,Mass,2024-04-07
C00918,Customer 00918,43,Female,Chennai,Tamil Nadu,Student,Affluent,2024-08-27
C00919,Customer 00919,51,Female,New Delhi,Delhi,Retired,Mass Affluent,2021-06-01
C00920,Customer 00920,49,Male,Jodhpur,Rajasthan,Salaried,Affluent,2021-07-10
