loan_id,customer_id,branch_id,loan_type,loan_amount,interest_rate,term_months,start_date,loan_status
L00341,C04161,B00701,Education Loan,3806869.09,9.36,60,2024-11-08,Active
L00342,C03931,B00501,Business Loan,1177869.48,7.94,24,2024-11-04,Active
L00343,C00403,B00601,Education Loan,777728.08,15.24,84,2025-09-25,Active
L00344,C00312,B00901,Personal Loan,2148451.9,12.84,120,2025-06-11,Overdue
L00345,C00047,B00901,Home Loan,3039112.97,8.51,60,2025-04-14,Closed
L00346,C02306,B00301,Business Loan,3955402.59,14.91,24,2024-03-23,Active
L00347,C01827,B00301,Home Loan,2866096.53,13.99,120,2024-01-03,Overdue
L00348,C01025,B00601,Business Loan,556156.8,14.16,120,2024-04-21,Overdue
L00349,C03983,B00601,Auto Loan,3534876.6,7.9,60,2025-08-17,Closed
L00350,C03487,B00401,Education Loan,116845.59,13.11,24,2025-08-02,Active
L00351,C00090,B00601,Personal Loan,2730215.72,12.35,180,2025-04-23,Active
L00352,C00080,B00901,Education Loan,1730769.24,15.44,12,2024-09-25,Overdue
L00353,C00455,B01001,Auto Loan,2977455.09,10.06,180,2024-08-09,Active
L00354,C01992,B00901,Auto Loan,1088054.79,15.05,12,2025-02-17,Active
L00355,C00190,B00301,Personal Loan,3033143.29,13.13,36,2023-07-29,Closed
L00356,C00325,B00601,Auto Loan,549056.84,15.36,60,2025-07-22,Closed
L00357,C01948,B00901,Business Loan,3106478.52,8.63,12,2024-05-03,Closed
L00358,C02767,B00501,Education Loan,4551650.79,10.99,180,2024-10-22,Active
L00359,C03930,B00901,Business Loan,4251253.58,9.14,180,2024-06-01,Overdue
L00360,C02731,B00201,Business Loan,4842954.47,10.31,12,2023-02-04,Active
L00361,C04382,B00801,Personal Loan,3611692.62,10.94,84,2025-06-22,Active
L00362,C03930,B00901,Personal Loan,2401095.82,10.95,84,2024-12-09,Active
L00363,C00461,B00601,Education Loan,1337985.81,8.11,36,2023-10-28,Overdue
L00364,C04406,B00401,Business Loan,1646021.48,13.7,48,2024-03-25,Active
L00365,C01844,B00501,Business Loan,3152512.54,14.62,36,2025-03-27,Active
L00366,C01552,B00201,Business Loan,4219834.74,14.61,24,2025-02-08,Active
L00367,C00996,B00501,Auto Loan,2682907.11,9.81,36,2023-06-20,Active
L00368,C01056,B01001,Auto Loan,1326916.61,9.93,84,2025-01-04,Closed
L00369,C01709,B00401,Auto Loan,1130049.97,7.88,12,2025-04-25,Overdue
L00370,C03669,B00801,Home Loan,2770952.69,11.7,36,2025-06-07,Active
L00371,C01118,B00901,Auto Loan,1145835.13,14.43,84,2025-06-13,Active
L00372,C01674,B00501,Home Loan,1863474.26,15.15,180,2024-02-11,Active
L00373,C02481,B00601,Business Loan,978874.7,8.33,180,2023-10-11,Closed
L00374,C02294,B00401,Education Loan,1946499.74,13.13,48,2024-11-26,Closed
L00375,C02125,B00201,Personal Loan,1220348.38,14.22,24,2024-01-19,Closed
L00376,C00367,B00501,Business Loan,4614430.62,11.72,180,2023-10-23,Overdue
L00377,C00022,B00601,Business Loan,4503411.25,10.5,120,2025-03-24,Active
L00378,C02306,B00501,Business Loan,3011599.45,9.47,36,2023-06-19,Active
L00379,C03500,B00501,Home Loan,4811970.84,10.36,120,2024-07-16,Closed
L00380,C03998,B01001,Personal Loan,4990917.88,12.02,84,2024-10-06,Active
L00381,C01475,B00501,Home Loan,3934846.93,13.14,60,2023-11-04,Closed
L00382,C01839,B00701,Business Loan,2587633.94,8.06,60,2025-05-20,Overdue
L00383,C00901,B00901,Auto Loan,1586759.74,9.89,84,2025-02-17,Active
L00384,C04314,B00501,Education Loan,909925.67,8.71,12,2023-10-02,Overdue
L00385,C02333,B00901,Auto Loan,1850565.26,9.13,12,2024-02-03,Active
L00386,C02278,B00801,Auto Loan,4138987.03,8.22,12,2025-06-04,Active
L00387,C04091,B00401,Education Loan,587358.46,10.76,24,2025-05-05,Overdue
L00388,C03524,B00201,Home Loan,1586869.46,14.98,48,2024-11-19,Overdue
L00389,C01448,B00401,Home Loan,604124.47,7.73,180,2025-06-02,Active
L00390,C02924,B00701,Personal Loan,3216411.84,14.02,24,2023-12-04,Active
L00391,C04858,B00401,Education Loan,4124291.25,11.82,24,2023-12-03,Closed
L00392,C00887,B00801,Business Loan,3130743.25,14.44,48,2023-11-25,Active
L00393,C00787,B01001,Home Loan,3774953.0,11.33,36,2024-08-29,Active
L00394,C04948,B00201,Business Loan,4859607.55,13.83,48,2023-06-22,Closed
L00395,C04170,B00801,Home Loan,547201.65,12.83,48,2024-09-18,Closed
L00396,C02253,B00201,Education Loan,2904817.94,15.2,60,2023-12-18,Overdue
L00397,C04582,B00801,Home Loan,503349.73,15.11,60,2024-10-17,Closed
L00398,C02835,B00101,Education Loan,3730150.2,7.86,12,2024-02-19,Active
L00399,C03557,B00301,Personal Loan,1737856.27,11.0,120,2024-07-04,Overdue
L00400,C02887,B00501,Home Loan,4085980.5,12.65,36,2025-06-23,Closed
L00401,C03462,B00201,Auto Loan,4548262.41,14.99,60,2023-06-06,Overdue
L00402,C00553,B01001,Personal Loan,2030405.08,12.46,24,2024-06-28,Active
L00403,C04700,B00601,Home Loan,967302.18,8.07,12,2023-03-29,Active
L00404,C02121,B00501,Auto Loan,3070220.79,9.31,36,2024-05-07,Overdue
L00405,C04386,B00901,Auto Loan,1569466.46,13.13,180,2024-07-16,Active
L00406,C02277,B00501,Education Loan,2616887.95,10.39,180,2023-10-06,Overdue
L00407,C04752,B00401,Business Loan,1560507.11,12.8,48,2024-04-24,Active
L00408,C00933,B00101,Auto Loan,1440183.54,11.8,180,2023-10-24,Active
L00409,C01298,B00401,Auto Loan,4978020.92,9.87,120,2023-11-23,Active
L00410,C01843,B00201,Personal Loan,1510431.0,10.97,36,2025-07-07,Active
L00411,C03811,B00701,Home Loan,634308.28,8.86,120,2024-03-13,Active
L00412,C02308,B01001,Business Loan,1971427.78,7.81,84,2023-01-28,Closed
L00413,C04582,B00901,Home Loan,2718062.8,12.54,84,2023-11-20,Closed
L00414,C04453,B00201,Business Loan,984683.36,14.83,60,2024-03-15,Active
L00415,C00728,B00301,Personal Loan,2207156.88,12.93,36,2025-01-17,Active
L00416,C00334,B00601,Auto Loan,3470955.38,9.27,60,2024-09-24,Active
L00417,C04478,B00601,Home Loan,351090.89,14.34,180,2023-08-11,Overdue
L00418,C03277,B00101,Auto Loan,930636.03,8.12,24,2023-05-20,Active
L00419,C02400,B00101,Auto Loan,1337838.93,12.76,12,2023-02-17,Active
L00420,C03919,B00301,Home Loan,4284993.99,15.47,48,2023-03-25,Active
L00421,C01224,B00401,Business Loan,2464994.96,7.6,120,2025-08-26,Closed
L00422,C03972,B00401,Home Loan,1518941.24,13.03,84,2023-09-23,Active
L00423,C02580,B00201,Education Loan,3572073.72,7.59,120,2023-06-01,Overdue
L00424,C00578,B00101,Business Loan,71480.36,15.5,60,2023-05-04,Overdue
L00425,C04133,B00501,Education Loan,1085599.4,14.64,48,2023-12-31,Overdue
L00426,C00694,B00301,Personal Loan,3494868.74,10.12,36,2025-08-31,Active
L00427,C03244,B01001,Auto Loan,4191246.65,11.29,12,2024-01-09,Overdue
L00428,C00976,B00501,Personal Loan,4930302.26,13.82,24,2024-06-11,Overdue
L00429,C04681,B00501,Business Loan,381612.89,8.03,36,2023-10-28,Closed
L00430,C00212,B00201,Business Loan,4000219.29,11.86,84,2025-03-23,Active
L00431,C00347,B00901,Personal Loan,237503.11,12.5,84,2024-08-26,Active
L00432,C02016,B00501,Education Loan,3628283.38,9.01,84,2023-04-01,Overdue
L00433,C02719,B00501,Personal Loan,3683901.82,14.89,36,2025-06-17,Active
L00434,C02952,B00901,Auto Loan,2942973.05,9.21,24,2023-05-11,Active
L00435,C01411,B00601,Personal Loan,510795.39,12.86,12,2023-07-01,Active
L00436,C00222,B00101,Auto Loan,1721571.0,13.01,60,2023-04-27,Active
L00437,C03271,B00301,Business Loan,259780.6,9.21,120,2025-01-16,Active
L00438,C02828,B00101,Personal Loan,751196.04,11.87,84,2024-04-08,Closed
L00439,C01023,B01001,Personal Loan,793878.59,8.3,36,2025-07-08,Closed
L00440,C02290,B01001,Auto Loan,1561917.98,8.8,24,2024-02-27,Active
L00441,C01203,B00201,Business Loan,2093828.1,9.82,60,2024-09-17,Closed
L00442,C03343,B00201,Education Loan,1914891.67,11.29,48,2023-09-28,Active
L00443,C02651,B00201,Personal Loan,55537.94,12.19,60,2025-01-24,Active
L00444,C03764,B00601,Business Loan,1305629.02,10.67,24,2025-01-13,Active
L00445,C03913,B00201,Education Loan,602820.93,11.23,24,2023-04-25,Active
L00446,C03609,B00501,Home Loan,3087480.81,13.41,60,2025-05-12,Closed
L00447,C01102,B01001,Education Loan,2364225.08,14.48,36,2024-06-30,Active
L00448,C04925,B00901,Education Loan,3953831.47,13.68,120,2023-10-17,Overdue
L00449,C04580,B00301,Business Loan,635643.37,8.19,84,2024-01-01,Active
L00450,C02375,B00501,Education Loan,3781358.93,11.88,12,2025-06-13,Active
L00451,C02793,B00501,Home Loan,2241961.43,10.27,36,2023-09-23,Overdue
L00452,C03771,B00701,Business Loan,3529293.5,13.41,84,2024-12-21,Closed
L00453,C01420,B00101,Home Loan,312604.93,9.59,180,2024-02-18,Closed
L00454,C01013,B00201,Home Loan,4862179.43,10.04,84,2024-08-25,Active
L00455,C03943,B00501,Personal Loan,4170340.56,9.7,24,2025-02-25,Active
L00456,C03203,B00501,Education Loan,3286300.34,13.07,12,2025-03-01,Closed
L00457,C04756,B00301,Education Loan,2398196.14,11.72,24,2023-10-01,Active
L00458,C01863,B00701,Business Loan,376279.79,14.97,120,2025-05-27,Overdue
L00459,C02144,B00201,Education Loan,4903290.88,11.59,12,2025-04-07,Closed
L00460,C00630,B00401,Auto Loan,2876311.86,9.24,180,2024-11-09,Overdue
L00461,C04644,B00301,Business Loan,3201104.94,13.41,120,2025-07-30,Active
L00462,C02287,B00201,Auto Loan,2720601.08,12.62,12,2025-07-06,Active
L00463,C03958,B00901,Home Loan,2092603.05,14.76,36,2024-08-01,Active
L00464,C00825,B00101,Auto Loan,562474.03,8.15,180,2025-09-14,Active
L00465,C02088,B00401,Home Loan,2076828.41,13.12,84,2023-06-28,Closed
L00466,C02086,B00401,Personal Loan,126780.05,12.7,60,2023-10-08,Active
L00467,C04400,B00101,Personal Loan,664808.19,7.7,120,2025-05-20,Active
L00468,C02280,B00301,Auto Loan,4952485.04,13.92,48,2023-12-15,Active
L00469,C00371,B00201,Education Loan,790100.02,8.77,180,2025-04-15,Active
L00470,C02335,B00201,Education Loan,1226100.56,11.8,120,2024-03-16,Closed
L00471,C04143,B00601,Auto Loan,3683998.55,8.36,24,2023-04-27,Active
L00472,C04054,B00201,Education Loan,4059538.3,9.71,24,2024-06-14,Active
L00473,C04630,B00101,Home Loan,2835969.42,14.08,12,2025-04-10,Active
L00474,C03273,B00301,Business Loan,4741328.19,11.65,60,2023-11-15,Active
L00475,C01998,B00501,Business Loan,1585487.25,13.43,36,2024-10-17,Active
L00476,C03262,B00101,Home Loan,3526959.17,14.55,60,2024-09-26,Overdue
L00477,C01247,B00301,Personal Loan,1842972.89,10.77,180,2023-05-16,Active
L00478,C04929,B00601,Home Loan,1071430.91,11.08,120,2023-10-07,Overdue
L00479,C01950,B00601,Home Loan,3791715.32,11.04,180,2023-01-17,Closed
L00480,C00014,B01001,Business Loan,418904.02,8.18,120,2024-08-25,Closed
L00481,C03988,B00901,Home Loan,3059340.01,13.45,24,2025-09-05,Active
L00482,C03183,B00401,Personal Loan,688367.05,9.58,48,2025-05-07,Closed
L00483,C01216,B00701,Business Loan,3772848.07,12.23,84,2024-01-31,Active
L00484,C02248,B00301,Education Loan,1340009.64,8.56,120,2024-06-25,Closed
L00485,C00588,B00601,Business Loan,4632791.42,9.27,48,2024-05-19,Active
L00486,C02585,B00401,Personal Loan,4967474.08,13.65,180,2023-10-17,Active
L00487,C02444,B00501,Personal Loan,359277.05,11.22,36,2024-07-27,Overdue
L00488,C02208,B00701,Auto Loan,3476279.48,14.19,36,2024-07-06,Active
L00489,C02660,B00101,Home Loan,4412696.12,9.56,36,2023-07-31,Overdue
L00490,C04039,B00301,Personal Loan,2021514.23,14.4,120,2023-11-24,Closed
L00491,C02625,B00301,Education Loan,2725872.23,13.26,84,2025-05-30,Overdue
L00492,C02462,B01001,Personal Loan,402334.46,13.16,120,2024-07-16,Active
L00493,C01080,B01001,Home Loan,4680429.57,13.5,48,2023-02-07,Active
L00494,C03418,B00501,Business Loan,2376950.7,11.83,36,2024-12-04,Overdue
L00495,C00433,B01001,Auto Loan,1769600.33,13.2,24,2023-05-31,Active
L00496,C00840,B00501,Business Loan,3391219.24,9.98,60,2024-02-14,Active
L00497,C04750,B00301,Auto Loan,2861036.26,8.31,48,2023-11-23,Active
L00498,C00690,B00301,Business Loan,396977.72,8.91,120,2024-04-17,Closed
L00499,C00140,B00301,Business Loan,1552167.36,11.6,84,2025-09-04,Active
L00500,C03325,B00201,Education Loan,970075.72,10.7,84,2023-06-24,Active
L00501,C00704,B01001,Personal Loan,850516.39,14.14,48,2025-08-25,Active
L00502,C04419,B00201,Education Loan,3097071.02,9.99,60,2025-08-27,Active
L00503,C01362,B00501,Education Loan,1474692.75,13.57,120,2024-10-10,Active
L00504,C00039,B00501,Education Loan,4909372.57,11.64,84,2023-09-12,Active
L00505,C00831,B00601,Auto Loan,2624596.54,11.5,12,2024-09-14,Active
L00506,C04810,B00501,Education Loan,182544.83,9.76,120,2023-05-27,Active
L00507,C02152,B00301,Business Loan,929235.84,8.58,36,2025-07-21,Active
L00508,C04052,B00401,Education Loan,2874770.82,13.63,36,2023-02-20,Overdue
L00509,C02373,B00101,Business Loan,1556504.33,8.25,36,2025-03-20,Active
L00510,C04048,B00101,Personal Loan,2522673.29,14.93,84,2025-03-05,Overdue
L00511,C00435,B00401,Home Loan,3503650.43,13.33,48,2025-02-28,Active
L00512,C03454,B00901,Home Loan,3766025.5,11.46,48,2024-11-24,Active
L00513,C00862,B01001,Auto Loan,4925916.72,13.15,36,2023-06-07,Closed
L00514,C02908,B00601,Education Loan,3172317.93,13.16,84,2023-04-07,Active
L00515,C00423,B00301,Auto Loan,429927.06,14.43,48,2023-10-10,Active
L00516,C03397,B00101,Personal Loan,541781.55,9.08,84,2025-03-10,Overdue
L00517,C02499,B00101,Personal Loan,491496.87,11.33,120,2025-04-06,Active
L00518,C03584,B01001,Business Loan,1024463.02,12.07,36,2023-07-14,Overdue
L00519,C02604,B01001,Personal Loan,4934837.69,11.08,12,2023-12-25,Overdue
L00520,C02271,B00601,Education Loan,2011613.83,10.21,48,2024-02-01,Active
L00521,C03871,B00601,Business Loan,2922601.71,11.86,48,2024-09-08,Active
L00522,C03351,B00901,Personal Loan,3996965.29,10.19,12,2025-01-16,Active
L00523,C02733,B00901,Auto Loan,3598837.25,11.4,48,2023-09-04,Active
L00524,C00339,B00301,Education Loan,4757845.25,8.83,180,2024-08-12,Active
L00525,C02935,B00401,Auto Loan,1977723.93,12.96,60,2024-05-04,Closed
L00526,C00787,B00401,Home Loan,1182514.36,15.02,60,2023-05-14,Active
L00527,C02888,B00401,Personal Loan,4175425.88,13.06,48,2023-06-15,Closed
L00528,C01350,B00301,Personal Loan,1351132.47,12.1,180,2024-11-29,Active
L00529,C04464,B00601,Auto Loan,4914057.72,10.38,24,2023-04-21,Active
L00530,C01719,B00301,Personal Loan,1298957.79,14.96,84,2024-06-23,Closed
L00531,C03586,B00301,Personal Loan,2808916.76,8.17,36,2024-12-11,Active
L00532,C01006,B00801,Education Loan,4946021.39,9.82,180,2025-09-19,Closed
L00533,C02127,B00801,Personal Loan,2105427.09,14.18,12,2023-02-25,Closed
L00534,C01740,B01001,Home Loan,2512033.56,13.52,36,2025-01-17,Active
L00535,C01087,B00901,Auto Loan,4312787.8,11.98,48,2024-01-03,Overdue
L00536,C02085,B01001,Home Loan,1122840.84,9.41,24,2024-07-21,Active
L00537,C03235,B00701,Auto Loan,3134927.65,14.8,36,2023-02-28,Active
L00538,C03132,B00301,Education Loan,4003467.43,12.26,120,2025-02-28,Active
L00539,C00472,B00901,Home Loan,3398407.5,11.44,120,2025-04-14,Active
L00540,C03046,B00401,Business Loan,482961.03,14.65,60,2023-07-19,Active
L00541,C01876,B00601,Auto Loan,2641492.54,12.25,84,2023-03-14,Active
L00542,C04521,B00601,Home Loan,3543333.41,11.73,60,2023-09-24,Overdue
L00543,C02949,B01001,Home Loan,3619176.97,10.11,12,2025-01-11,Active
L00544,C04866,B00701,Business Loan,4343645.67,14.64,48,2024-08-22,Overdue
L00545,C00759,B00301,Auto Loan,4335886.24,8.1,24,2025-09-11,Closed
L00546,C00546,B00301,Auto Loan,2495387.06,7.96,12,2025-08-01,Overdue
L00547,C03347,B00501,Education Loan,4953708.65,7.69,24,2025-03-01,Active
L00548,C01727,B01001,Business Loan,4074622.98,15.33,36,2024-05-10,Active
L00549,C03655,B00301,Auto Loan,1761617.88,12.79,36,2023-02-20,Closed
L00550,C02311,B00101,Personal Loan,1118687.48,12.35,120,2023-03-25,Overdue
L00551,C00749,B01001,Home Loan,771613.7,9.9,12,2025-03-14,Closed
L00552,C01485,B00501,Auto Loan,729657.33,10.52,120,2025-09-13,Overdue
L00553,C04910,B01001,Auto Loan,4808436.0,12.93,48,2024-06-14,Active
L00554,C01688,B00501,Home Loan,4780481.34,9.02,24,2023-03-07,Active
L00555,C01510,B00401,Auto Loan,3798327.05,14.79,84,2025-01-28,Active
L00556,C00813,B01001,Auto Loan,171956.56,11.47,24,2023-08-26,Overdue
L00557,C03745,B00901,Auto Loan,2234614.82,14.95,60,2024-09-07,Active
L00558,C02088,B00801,Personal Loan,4068342.3,14.57,48,2023-02-22,Overdue
L00559,C04178,B00301,Education Loan,1174296.33,8.46,36,2023-10-14,Active
L00560,C01922,B00401,Home Loan,4422107.92,8.77,36,2024-03-23,Active
L00561,C01810,B01001,Personal Loan,473977.99,14.38,180,2023-03-16,Active
L00562,C04692,B00801,Education Loan,3323224.37,9.92,48,2025-07-21,Active
L00563,C03018,B00201,Auto Loan,3937527.95,9.92,24,2025-08-10,Closed
L00564,C00694,B00801,Personal Loan,3371747.6,7.97,12,2024-02-16,Active
L00565,C04724,B01001,Business Loan,2307557.17,11.89,48,2023-10-10,Active
L00566,C01080,B00701,Education Loan,4682386.78,12.42,84,2025-05-10,Active
L00567,C04223,B00601,Home Loan,4810304.35,15.07,12,2025-09-02,Active
L00568,C04902,B00401,Home Loan,3805908.44,15.11,84,2023-07-24,Active
L00569,C03108,B00101,Business Loan,471902.95,8.64,84,2025-07-25,Closed
L00570,C01909,B01001,Education Loan,1107864.95,8.25,12,2023-02-19,Overdue
L00571,C02525,B00901,Home Loan,4269862.91,14.89,180,2023-01-30,Active
L00572,C04642,B00901,Personal Loan,4622337.63,11.77,84,2023-06-11,Overdue
L00573,C02036,B00601,Home Loan,4502973.62,12.43,36,2023-03-03,Closed
L00574,C02838,B01001,Education Loan,1290001.53,13.84,84,2023-03-15,Overdue
L00575,C00925,B00401,Home Loan,463064.76,13.78,24,2024-06-22,Closed
L00576,C02472,B00201,Auto Loan,340381.78,8.65,180,2025-04-13,Active
L00577,C03082,B00401,Education Loan,2836745.39,13.4,60,2024-07-20,Closed
L00578,C04294,B00501,Business Loan,729458.99,11.02,84,2025-01-30,Active
L00579,C01368,B00801,Education Loan,2761464.56,15.42,60,2024-08-30,Closed
L00580,C03539,B00901,Home Loan,4600466.24,11.2,120,2023-12-03,Overdue
L00581,C02856,B00301,Home Loan,847087.3,14.11,120,2024-10-08,Overdue
L00582,C01714,B00701,Auto Loan,1763083.07,11.31,24,2023-12-09,Active
L00583,C04598,B00901,Personal Loan,2539301.13,10.55,48,2023-01-29,Active
L00584,C01953,B00201,Education Loan,3641350.79,14.57,12,2023-05-16,Active
L00585,C01661,B00701,Personal Loan,3189222.43,10.77,48,2023-10-09,Active
L00586,C02446,B00601,Business Loan,65950.73,11.72,36,2024-11-21,Closed
L00587,C02897,B00401,Education Loan,3747713.38,15.01,12,2023-12-16,Active
L00588,C01468,B00701,Education Loan,2543638.69,11.84,84,2023-10-03,Active
L00589,C01072,B00401,Auto Loan,1706635.6,14.52,180,2023-06-27,Active
L00590,C03083,B01001,Business Loan,1376682.02,13.16,36,2025-08-24,Active
L00591,C02202,B00101,Business Loan,4268261.45,8.66,60,2025-06-22,Active
L00592,C01309,B00501,Personal Loan,429319.77,11.7,12,2023-07-26,Active
L00593,C01232,B00501,Business Loan,3686601.25,11.09,60,2025-06-08,Active
L00594,C00093,B00601,Education Loan,304036.83,12.83,24,2023-03-25,Closed
L00595,C02413,B00601,Business Loan,4184446.62,12.91,36,2023-04-29,Closed
L00596,C00889,B00901,Personal Loan,3372252.52,9.76,120,2023-01-28,Active
L00597,C02018,B00201,Personal Loan,299312.2,11.94,12,2024-05-06,Active
L00598,C00637,B00901,Auto Loan,2654542.44,12.5,48,2023-12-25,Active
L00599,C03152,B00601,Personal Loan,2189175.07,13.3,60,2023-02-16,Overdue
L00600,C02690,B00601,Auto Loan,4509719.59,12.92,48,2024-03-19,Active
L00601,C00553,B01001,Auto Loan,4699117.34,10.44,12,2023-12-22,Closed
L00602,C00438,B01001,Personal Loan,4404265.72,13.66,48,2023-10-28,Active
L00603,C00224,B00201,Personal Loan,2701021.76,11.26,180,2025-05-30,Active
L00604,C04608,B00201,Business Loan,1856817.7,11.83,60,2024-12-15,Active
L00605,C03888,B00601,Home Loan,4261051.34,7.5,36,2025-05-01,Closed
L00606,C00781,B00801,Business Loan,3369412.81,10.65,48,2023-06-11,Active
L00607,C02828,B00901,Home Loan,1684851.39,13.66,120,2023-04-15,Active
L00608,C02801,B00901,Auto Loan,4027682.18,11.26,12,2024-02-10,Closed
L00609,C01092,B00501,Personal Loan,384362.6,11.21,36,2025-06-24,Active
L00610,C04038,B00501,Home Loan,546414.02,10.97,120,2025-06-07,Active
L00611,C04138,B00801,Business Loan,3333199.03,12.11,24,2025-03-13,Active
L00612,C03370,B00201,Auto Loan,3592076.51,8.22,24,2025-01-15,Closed
L00613,C04892,B00401,Auto Loan,236113.26,12.2,180,2024-11-17,Active
L00614,C01576,B00901,Home Loan,167886.72,12.88,24,2023-02-16,Overdue
L00615,C00880,B01001,Business Loan,525134.26,10.79,36,2024-03-07,Active
L00616,C00389,B00201,Business Loan,779583.35,14.73,84,2023-12-28,Active
L00617,C00102,B00401,Auto Loan,4802139.87,12.85,12,2024-05-05,Active
L00618,C03487,B00301,Auto Loan,1611880.88,8.23,24,2025-06-14,Overdue
L00619,C04705,B00601,Business Loan,1864011.52,12.87,48,2024-12-26,Overdue
L00620,C01917,B00701,Auto Loan,2714061.82,13.15,180,2025-08-16,Overdue
L00621,C00774,B00501,Business Loan,2631284.09,7.53,84,2024-06-04,Active
L00622,C04159,B00401,Auto Loan,4705629.05,8.92,180,2025-09-23,Active
L00623,C04113,B00101,Auto Loan,222857.16,15.39,24,2023-06-20,Overdue
L00624,C02715,B00501,Education Loan,4103578.41,8.53,48,2023-06-02,Overdue
L00625,C00362,B00501,Personal Loan,1158516.3,9.35,84,2023-09-04,Active
L00626,C02621,B00901,Home Loan,392233.18,13.35,24,2025-02-26,Active
L00627,C03904,B01001,Auto Loan,1211671.94,12.26,12,2024-10-07,Overdue
L00628,C02429,B01001,Home Loan,446489.5,15.34,84,2024-11-28,Active
L00629,C02350,B00201,Home Loan,4429974.87,7.77,12,2025-06-30,Overdue
L00630,C01008,B00401,Education Loan,727558.63,9.92,84,2023-07-13,Active
L00631,C03852,B00901,Auto Loan,516746.59,10.98,24,2024-04-14,Overdue
L00632,C04381,B00301,Auto Loan,4297147.72,10.75,84,2024-07-04,Active
L00633,C02948,B00601,Business Loan,2402710.61,9.6,24,2024-03-16,Active
L00634,C04670,B00801,Education Loan,134035.23,8.59,180,2024-07-23,Overdue
L00635,C01896,B00401,Education Loan,1850946.95,10.39,12,2024-03-01,Active
L00636,C03087,B00101,Education Loan,3245537.18,8.09,48,2023-01-29,Active
L00637,C00053,B00601,Auto Loan,878296.35,12.42,60,2023-04-23,Active
L00638,C02996,B00201,Auto Loan,611317.42,10.39,36,2025-05-28,Overdue
L00639,C00608,B01001,Home Loan,1395811.94,13.1,12,2023-10-12,Active
L00640,C04944,B00801,Personal Loan,670985.04,8.31,36,2023-08-24,Active
L00641,C04199,B00301,Education Loan,1278662.9,9.05,120,2024-07-27,Active
L00642,C02054,B00101,Personal Loan,2916718.31,9.03,24,2024-11-21,Closed
L00643,C02806,B00101,Home Loan,554826.32,9.81,48,2024-03-30,Active
L00644,C03463,B00801,Business Loan,2678378.76,7.58,12,2023-12-18,Active
L00645,C00916,B00501,Personal Loan,4294965.41,15.03,180,2024-07-03,Overdue
L00646,C00096,B00501,Home Loan,3194319.63,12.64,48,2023-07-26,Closed
L00647,C03575,B00501,Auto Loan,2494700.39,7.64,180,2024-12-28,Closed
L00648,C02165,B00301,Auto Loan,1762206.61,14.39,180,2024-12-20,Active
L00649,C03423,B00501,Personal Loan,3255924.64,10.22,180,2023-08-19,Active
L00650,C00822,B00401,Education Loan,1426945.01,13.05,36,2023-03-05,Active
L00651,C00506,B00401,Home Loan,1687102.09,8.29,24,2025-02-17,Overdue
L00652,C01721,B00701,Business Loan,3561299.55,13.31,60,2024-09-04,Active
L00653,C00732,B00901,Auto Loan,4142750.12,13.4,60,2024-07-05,Active
L00654,C04789,B00301,Auto Loan,138092.55,7.52,48,2024-10-28,Active
L00655,C03504,B00401,Personal Loan,4663324.31,8.07,180,2024-09-26,Active
L00656,C03544,B00801,Auto Loan,602810.62,12.81,24,2025-03-27,Closed
L00657,C04359,B00901,Education Loan,3070904.52,12.61,48,2024-02-15,Closed
L00658,C03567,B00301,Business Loan,3177119.03,7.75,120,2024-09-07,Active
L00659,C03696,B00501,Home Loan,1744298.02,8.16,24,2024-12-10,Closed
L00660,C04682,B00101,Education Loan,1634024.01,8.23,180,2024-10-04,Active
L00661,C01103,B01001,Education Loan,3283877.44,10.56,120,2023-12-05,Active
L00662,C03355,B00901,Home Loan,955517.64,10.77,12,2024-10-19,Active
L00663,C00337,B00901,Personal Loan,1919109.75,9.48,48,2023-09-05,Overdue
L00664,C00020,B00701,Auto Loan,1110550.65,9.78,84,2025-06-03,Closed
L00665,C01505,B00301,Personal Loan,2769834.2,12.7,84,2025-04-17,Active
L00666,C01996,B00201,Education Loan,3807581.72,8.4,48,2024-02-06,Overdue
L00667,C00829,B00401,Business Loan,3642894.95,13.02,180,2023-04-21,Active
L00668,C04574,B00301,Home Loan,693411.15,11.97,120,2023-11-28,Closed
L00669,C03814,B00401,Home Loan,2119813.61,13.8,24,2025-01-16,Active
L00670,C03123,B01001,Personal Loan,1648814.3,10.55,24,2023-07-09,Active
L00671,C03165,B00501,Home Loan,3751769.52,9.73,48,2023-10-17,Active
L00672,C04308,B00101,Business Loan,4641683.17,10.34,84,2023-07-14,Closed
L00673,C00642,B00301,Personal Loan,4635504.94,14.29,36,2025-02-10,Overdue
L00674,C03882,B00901,Auto Loan,2940360.96,14.11,24,2025-09-05,Active
L00675,C04442,B00501,Auto Loan,4243392.4,8.76,12,2023-06-09,Active
L00676,C02718,B00801,Auto Loan,3401549.65,10.11,12,2024-12-02,Closed
L00677,C01097,B00301,Education Loan,1452461.6,9.44,120,2025-02-28,Active
L00678,C00043,B00601,Education Loan,4225989.0,10.6,12,2024-04-21,Active
L00679,C03435,B00801,Education Loan,456185.82,9.04,48,2025-03-14,Active
L00680,C02927,B00401,Education Loan,1404331.63,9.86,48,2024-08-03,Overdue
L00681,C03958,B00701,Home Loan,1256777.05,15.26,12,2024-12-10,Active
L00682,C02657,B00501,Personal Loan,1364282.25,10.29,84,2025-09-16,Active
