transaction_id,account_id,transaction_date,transaction_type,transaction_amount,channel,transaction_status
T0002737,A001217,2025-08-23 17:00:00,Transfer,3020.74,Branch,Completed
T0002738,A003740,2025-06-23 10:00:00,ATM Withdrawal,7294.01,ATM,Failed
T0002739,A000061,2025-12-30 11:00:00,Card Payment,7317.16,Mobile App,Completed
T0002740,A003116,2025-01-03 22:00:00,ATM Withdrawal,4581.71,ATM,Failed
T0002741,A004028,2025-10-15 18:00:00,Deposit,30472.18,Branch,Completed
T0002742,A000426,2025-12-03 02:00:00,Card Payment,1626.63,ATM,Failed
T0002743,A006615,2025-01-25 07:00:00,UPI,6749.89,POS,Completed
T0002744,A001249,2025-12-31 23:00:00,Card Payment,6809.28,Mobile App,Completed
T0002745,A006230,2025-02-08 08:00:00,Deposit,1335.08,ATM,Failed
T0002746,A001891,2025-04-28 17:00:00,Transfer,38205.67,POS,Completed
T0002747,A003840,2025-08-12 22:00:00,Transfer,26805.76,Mobile App,Completed
T0002748,A006636,2025-11-26 18:00:00,Card Payment,4610.4,Mobile App,Completed
T0002749,A000120,2025-06-02 00:00:00,Withdrawal,1832.78,Mobile App,Completed
T0002750,A002673,2025-05-17 20:00:00,ATM Withdrawal,1782.49,Mobile App,Completed
T0002751,A000456,2025-10-23 00:00:00,UPI,3134.77,Mobile App,Completed
T0002752,A000802,2025-01-29 11:00:00,Card Payment,1651.31,Internet Banking,Completed
T0002753,A005503,2025-08-20 07:00:00,Withdrawal,3134.69,Branch,Completed
T0002754,A000312,2025-02-28 14:00:00,UPI,4399.08,ATM,Completed
T0002755,A002496,2025-01-04 09:00:00,UPI,1735.07,ATM,Failed
T0002756,A002757,2025-03-16 12:00:00,ATM Withdrawal,1644.15,POS,Completed
T0002757,A000175,2025-03-19 03:00:00,Deposit,8592.21,POS,Completed
T0002758,A005345,2025-12-07 05:00:00,Deposit,11085.24,Internet Banking,Completed
T0002759,A000097,2025-02-12 18:00:00,ATM Withdrawal,20820.35,Mobile App,Completed
T0002760,A003088,2025-09-11 01:00:00,Card Payment,10987.5,Branch,Failed
T0002761,A003600,2025-02-13 06:00:00,ATM Withdrawal,5537.58,POS,Failed
T0002762,A001874,2025-01-08 00:00:00,UPI,11485.44,Mobile App,Failed
T0002763,A006949,2025-07-23 15:00:00,Card Payment,1247.21,Branch,Completed
T0002764,A001553,2025-09-30 01:00:00,Deposit,3511.38,ATM,Completed
T0002765,A002407,2025-10-02 23:00:00,Transfer,281.95,POS,Completed
T0002766,A002705,2025-03-06 07:00:00,Withdrawal,3634.05,Internet Banking,Completed
T0002767,A004214,2025-04-18 14:00:00,Transfer,6401.92,ATM,Failed
T0002768,A005913,2025-12-31 21:00:00,UPI,1853.38,Internet Banking,Completed
T0002769,A003317,2025-07-07 15:00:00,Card Payment,12490.1,ATM,Failed
T0002770,A003453,2025-12-30 07:00:00,UPI,1842.05,POS,Completed
T0002771,A005560,2025-06-18 14:00:00,UPI,28867.31,Branch,Completed
T0002772,A002762,2025-09-17 03:00:00,UPI,5271.19,POS,Completed
T0002773,A003584,2025-09-28 12:00:00,Withdrawal,5366.66,Internet Banking,Failed
T0002774,A003916,2025-03-18 19:00:00,Card Payment,3019.07,Mobile App,Failed
T0002775,A003405,2025-05-23 20:00:00,Transfer,3481.88,Mobile App,Completed
T0002776,A006760,2025-10-24 20:00:00,UPI,2490.53,POS,Completed
T0002777,A005697,2025-04-23 00:00:00,Transfer,4404.66,Mobile App,Completed
T0002778,A004738,2025-08-01 18:00:00,ATM Withdrawal,10039.95,Mobile App,Failed
T0002779,A004119,2025-10-23 12:00:00,ATM Withdrawal,8414.27,POS,Failed
T0002780,A006481,2025-08-18 20:00:00,ATM Withdrawal,4113.51,Mobile App,Failed
T0002781,A004569,2025-06-29 17:00:00,Transfer,3262.95,Branch,Completed
T0002782,A000331,2025-12-04 13:00:00,UPI,4532.83,Mobile App,Completed
T0002783,A004111,2025-02-18 07:00:00,Withdrawal,469.78,POS,Failed
T0002784,A003584,2025-01-13 13:00:00,Deposit,17504.46,POS,Completed
T0002785,A003124,2025-07-11 13:00:00,UPI,8830.39,Branch,Completed
T0002786,A004113,2025-12-24 12:00:00,Withdrawal,4185.98,POS,Completed
T0002787,A003798,2025-09-10 06:00:00,UPI,1791.07,POS,Failed
T0002788,A004702,2025-02-14 00:00:00,Withdrawal,12697.75,POS,Failed
T0002789,A003874,2025-12-24 01:00:00,Withdrawal,735.64,Branch,Completed
T0002790,A002383,2025-10-04 20:00:00,Card Payment,15492.75,ATM,Failed
T0002791,A003003,2025-06-07 08:00:00,Deposit,8109.11,Branch,Failed
T0002792,A000982,2025-12-10 06:00:00,Transfer,3825.22,POS,Completed
T0002793,A002184,2025-10-19 00:00:00,ATM Withdrawal,4564.47,ATM,Completed
T0002794,A004066,2025-12-06 21:00:00,UPI,9750.03,ATM,Completed
T0002795,A006948,2025-12-03 12:00:00,UPI,11626.73,Mobile App,Completed
T0002796,A004646,2025-12-07 04:00:00,UPI,15288.95,Internet Banking,Completed
T0002797,A005894,2025-11-04 08:00:00,Card Payment,1704.74,Mobile App,Failed
T0002798,A002034,2025-05-22 02:00:00,Transfer,27797.23,Branch,Completed
T0002799,A001343,2025-10-20 13:00:00,Deposit,4411.31,POS,Completed
T0002800,A005648,2025-08-26 21:00:00,UPI,6752.03,Mobile App,Completed
T0002801,A004447,2025-01-04 12:00:00,Card Payment,3753.86,Internet Banking,Completed
T0002802,A006652,2025-07-30 23:00:00,Card Payment,4338.55,Internet Banking,Completed
T0002803,A003640,2025-04-17 19:00:00,ATM Withdrawal,6384.42,ATM,Failed
T0002804,A000394,2025-04-13 21:00:00,Card Payment,6038.65,Internet Banking,Completed
T0002805,A004114,2025-10-24 22:00:00,Transfer,3228.81,POS,Failed
T0002806,A006668,2025-01-17 20:00:00,Withdrawal,8517.3,Branch,Completed
T0002807,A006956,2025-11-21 04:00:00,UPI,18047.04,Branch,Completed
T0002808,A005086,2025-11-03 09:00:00,Withdrawal,15549.49,Branch,Completed
T0002809,A002976,2025-03-09 13:00:00,Withdrawal,21900.89,POS,Completed
T0002810,A003893,2025-04-11 06:00:00,ATM Withdrawal,5572.17,Mobile App,Failed
T0002811,A000874,2025-08-30 16:00:00,Deposit,4796.01,Branch,Completed
T0002812,A006032,2025-07-27 01:00:00,Withdrawal,1874.88,Mobile App,Completed
T0002813,A003663,2025-06-11 00:00:00,Card Payment,3587.36,Branch,Failed
T0002814,A006903,2025-07-07 21:00:00,Transfer,3057.46,POS,Completed
T0002815,A002453,2025-11-30 16:00:00,Withdrawal,1250.7,Internet Banking,Completed
T0002816,A003978,2025-10-21 08:00:00,UPI,528.1,Branch,Completed
T0002817,A005354,2025-08-31 06:00:00,ATM Withdrawal,2498.22,Mobile App,Failed
T0002818,A006304,2025-10-25 21:00:00,ATM Withdrawal,1653.39,Mobile App,Completed
T0002819,A004364,2025-10-14 14:00:00,Card Payment,4712.47,ATM,Completed
T0002820,A005035,2025-11-11 12:00:00,Deposit,3539.61,POS,Completed
T0002821,A006346,2025-10-06 21:00:00,Withdrawal,3176.18,Mobile App,Completed
T0002822,A003327,2025-03-28 06:00:00,Transfer,8331.83,Internet Banking,Completed
T0002823,A000991,2025-07-02 23:00:00,Withdrawal,3641.23,ATM,Completed
T0002824,A006862,2025-01-14 10:00:00,Transfer,1455.52,Internet Banking,Completed
T0002825,A006337,2025-03-13 06:00:00,Transfer,4359.08,Internet Banking,Completed
T0002826,A004444,2025-01-18 08:00:00,Transfer,18544.02,Internet Banking,Completed
T0002827,A003677,2025-08-19 20:00:00,ATM Withdrawal,2078.34,ATM,Completed
T0002828,A005991,2025-01-22 18:00:00,Transfer,3268.93,Branch,Completed
T0002829,A000505,2025-10-07 22:00:00,ATM Withdrawal,15563.25,Internet Banking,Completed
T0002830,A001838,2025-12-12 02:00:00,ATM Withdrawal,4539.28,ATM,Completed
T0002831,A000643,2025-05-16 20:00:00,Deposit,3954.73,Internet Banking,Completed
T0002832,A001015,2025-12-13 03:00:00,Deposit,6119.21,Internet Banking,Completed
T0002833,A003761,2025-03-22 09:00:00,UPI,4063.41,Branch,Completed
T0002834,A000049,2025-12-19 12:00:00,Card Payment,28797.87,Mobile App,Failed
T0002835,A006634,2025-11-16 18:00:00,Card Payment,13967.39,Mobile App,Failed
T0002836,A000784,2025-02-08 12:00:00,Withdrawal,8306.0,Branch,Completed
T0002837,A000920,2025-12-09 09:00:00,Withdrawal,5858.88,Internet Banking,Failed
T0002838,A004753,2025-12-18 20:00:00,Transfer,3983.94,Branch,Completed
T0002839,A000056,2025-04-15 18:00:00,Card Payment,5169.78,POS,Completed
T0002840,A001023,2025-08-08 21:00:00,UPI,2177.67,ATM,Completed
T0002841,A002147,2025-08-05 01:00:00,ATM Withdrawal,18019.76,Branch,Completed
T0002842,A001417,2025-11-01 06:00:00,Withdrawal,4587.91,POS,Completed
T0002843,A002051,2025-04-10 19:00:00,ATM Withdrawal,3292.65,POS,Failed
T0002844,A001809,2025-10-24 04:00:00,UPI,17195.62,POS,Completed
T0002845,A000641,2025-05-28 05:00:00,UPI,10895.46,Mobile App,Failed
T0002846,A005239,2025-12-30 15:00:00,ATM Withdrawal,14704.52,POS,Completed
T0002847,A005746,2025-07-09 08:00:00,UPI,3904.58,POS,Completed
T0002848,A003057,2025-12-17 11:00:00,Transfer,4631.08,Mobile App,Completed
T0002849,A004323,2025-01-01 11:00:00,ATM Withdrawal,3907.04,POS,Completed
T0002850,A002482,2025-07-15 12:00:00,Card Payment,3511.27,ATM,Completed
T0002851,A004240,2025-03-29 19:00:00,Withdrawal,906.79,ATM,Completed
T0002852,A005069,2025-11-12 19:00:00,Deposit,10154.82,Internet Banking,Completed
T0002853,A001621,2025-10-13 23:00:00,Deposit,1810.05,POS,Completed
T0002854,A005376,2025-07-17 08:00:00,Deposit,5514.58,POS,Completed
T0002855,A001300,2025-04-09 19:00:00,UPI,2270.81,ATM,Completed
T0002856,A003427,2025-11-09 11:00:00,Withdrawal,34672.27,Mobile App,Failed
T0002857,A003013,2025-01-07 20:00:00,Transfer,1602.27,Internet Banking,Failed
T0002858,A000352,2025-07-25 22:00:00,UPI,1340.6,Internet Banking,Failed
T0002859,A002968,2025-10-03 00:00:00,Withdrawal,3689.36,Branch,Completed
T0002860,A005766,2025-02-20 06:00:00,Withdrawal,710.49,Branch,Failed
T0002861,A003537,2025-10-08 07:00:00,Withdrawal,4783.71,POS,Completed
T0002862,A005910,2025-05-02 18:00:00,Transfer,2529.82,POS,Completed
T0002863,A004272,2025-04-29 05:00:00,ATM Withdrawal,9672.48,POS,Completed
T0002864,A006488,2025-03-12 11:00:00,UPI,4214.77,POS,Failed
T0002865,A005198,2025-06-20 14:00:00,Card Payment,19003.76,POS,Completed
T0002866,A000600,2025-12-09 15:00:00,Deposit,3205.88,Internet Banking,Completed
T0002867,A003539,2025-05-15 22:00:00,UPI,1164.52,POS,Completed
T0002868,A006020,2025-12-04 12:00:00,UPI,7058.54,ATM,Failed
T0002869,A005124,2025-05-27 21:00:00,Transfer,1866.82,Branch,Completed
T0002870,A005509,2025-02-10 19:00:00,Withdrawal,11667.44,Mobile App,Failed
T0002871,A001470,2025-10-12 20:00:00,Withdrawal,7337.35,Internet Banking,Failed
T0002872,A006484,2025-05-16 16:00:00,UPI,18144.66,Branch,Completed
T0002873,A004398,2025-02-08 10:00:00,Transfer,4543.15,Mobile App,Failed
T0002874,A001239,2025-06-30 20:00:00,ATM Withdrawal,15473.63,Mobile App,Completed
T0002875,A001789,2025-04-04 17:00:00,Card Payment,11497.54,POS,Failed
T0002876,A002489,2025-09-03 21:00:00,Transfer,7020.0,Branch,Failed
T0002877,A003469,2025-09-21 16:00:00,UPI,2862.66,ATM,Completed
T0002878,A004234,2025-06-03 15:00:00,UPI,10250.5,ATM,Completed
T0002879,A000165,2025-08-05 10:00:00,UPI,13275.2,POS,Completed
T0002880,A001303,2025-09-27 13:00:00,Withdrawal,3372.37,ATM,Completed
T0002881,A006927,2025-06-01 09:00:00,Withdrawal,1987.8,POS,Failed
T0002882,A005627,2025-05-27 00:00:00,UPI,5014.28,ATM,Completed
T0002883,A003750,2025-10-28 16:00:00,Transfer,796.6,Mobile App,Completed
T0002884,A006449,2025-08-09 23:00:00,Withdrawal,6452.5,Branch,Completed
T0002885,A004773,2025-08-09 14:00:00,Withdrawal,4110.14,Internet Banking,Completed
T0002886,A001710,2025-11-06 00:00:00,Card Payment,798.89,ATM,Failed
T0002887,A003467,2025-04-29 21:00:00,ATM Withdrawal,1809.84,Mobile App,Completed
T0002888,A001223,2025-04-28 15:00:00,Transfer,12240.34,Branch,Completed
T0002889,A002331,2025-04-14 07:00:00,Withdrawal,4669.98,POS,Failed
T0002890,A000726,2025-03-08 17:00:00,Transfer,9533.66,Internet Banking,Failed
T0002891,A002126,2025-01-22 22:00:00,ATM Withdrawal,8409.73,Internet Banking,Failed
T0002892,A005942,2025-07-14 12:00:00,Deposit,242.3,POS,Completed
T0002893,A004587,2025-11-05 15:00:00,Transfer,1652.25,Internet Banking,Completed
T0002894,A006506,2025-01-08 18:00:00,Card Payment,1561.49,Branch,Completed
T0002895,A000230,2025-02-04 21:00:00,Transfer,3064.16,Mobile App,Completed
T0002896,A006473,2025-03-18 00:00:00,Transfer,687.5,Mobile App,Completed
T0002897,A000572,2025-09-15 15:00:00,Withdrawal,196.38,Mobile App,Completed
T0002898,A000533,2025-08-06 04:00:00,Withdrawal,5332.03,Branch,Completed
T0002899,A000699,2025-09-21 21:00:00,Deposit,23080.98,ATM,Completed
T0002900,A005844,2025-12-15 23:00:00,ATM Withdrawal,12305.7,Branch,Completed
T0002901,A000806,2025-08-09 23:00:00,Withdrawal,21713.78,Branch,Completed
T0002902,A002427,2025-03-28 08:00:00,ATM Withdrawal,16613.82,Mobile App,Completed
T0002903,A004923,2025-09-08 23:00:00,Deposit,13331.76,Mobile App,Completed
T0002904,A000445,2025-05-03 00:00:00,Card Payment,16812.66,Branch,Failed
T0002905,A002898,2025-08-18 22:00:00,Deposit,113572.09,Internet Banking,Completed
T0002906,A003909,2025-07-14 20:00:00,Withdrawal,1618.63,POS,Failed
T0002907,A004359,2025-07-13 13:00:00,Card Payment,12171.04,Mobile App,Completed
T0002908,A003259,2025-02-06 03:00:00,ATM Withdrawal,2161.27,Mobile App,Completed
T0002909,A002400,2025-05-18 22:00:00,UPI,1696.02,POS,Completed
T0002910,A003092,2025-05-04 06:00:00,Card Payment,5560.73,Mobile App,Failed
T0002911,A002621,2025-11-29 17:00:00,UPI,14057.04,Branch,Completed
T0002912,A006480,2025-02-27 08:00:00,Transfer,3940.4,Mobile App,Completed
T0002913,A005487,2025-09-03 07:00:00,ATM Withdrawal,641.83,ATM,Completed
T0002914,A002147,2025-02-23 23:00:00,UPI,2418.59,ATM,Completed
T0002915,A005111,2025-07-14 23:00:00,Transfer,7500.03,POS,Completed
T0002916,A001782,2025-04-24 13:00:00,Withdrawal,9397.61,Branch,Completed
T0002917,A005264,2025-08-09 13:00:00,Transfer,933.78,Branch,Completed
T0002918,A003680,2025-03-09 02:00:00,Card Payment,4959.75,Branch,Completed
T0002919,A003300,2025-12-26 23:00:00,Transfer,2623.91,ATM,Completed
T0002920,A002250,2025-03-23 11:00:00,Card Payment,6815.46,Branch,Completed
T0002921,A006121,2025-01-28 03:00:00,Transfer,8380.98,Mobile App,Completed
T0002922,A000590,2025-11-10 18:00:00,ATM Withdrawal,3222.03,ATM,Completed
T0002923,A005854,2025-09-24 02:00:00,ATM Withdrawal,5401.81,ATM,Completed
T0002924,A004748,2025-07-13 14:00:00,Deposit,3872.25,Branch,Completed
T0002925,A002841,2025-05-10 05:00:00,Withdrawal,8688.33,Mobile App,Failed
T0002926,A001082,2025-03-31 03:00:00,Deposit,20662.03,Internet Banking,Completed
T0002927,A006156,2025-11-14 20:00:00,Deposit,440.89,Mobile App,Completed
T0002928,A002041,2025-09-28 09:00:00,Deposit,4430.4,Internet Banking,Completed
T0002929,A005589,2025-05-17 18:00:00,ATM Withdrawal,1979.99,POS,Completed
T0002930,A001114,2025-06-06 04:00:00,Card Payment,20557.83,Internet Banking,Failed
T0002931,A001472,2025-02-27 04:00:00,Card Payment,7115.64,Internet Banking,Completed
T0002932,A004476,2025-02-01 14:00:00,ATM Withdrawal,9336.35,Mobile App,Completed
T0002933,A003611,2025-05-08 18:00:00,Deposit,30292.73,Mobile App,Completed
T0002934,A003812,2025-10-27 11:00:00,Withdrawal,3382.99,POS,Failed
T0002935,A002252,2025-01-19 07:00:00,Withdrawal,4092.32,POS,Completed
T0002936,A000167,2025-11-18 07:00:00,Card Payment,6860.11,POS,Failed
T0002937,A004038,2025-05-20 09:00:00,Deposit,2570.09,POS,Completed
T0002938,A004149,2025-04-08 00:00:00,UPI,10676.63,Mobile App,Completed
T0002939,A004623,2025-10-23 21:00:00,ATM Withdrawal,6803.23,ATM,Completed
T0002940,A005641,2025-09-06 21:00:00,Withdrawal,3692.91,ATM,Completed
T0002941,A000927,2025-06-02 22:00:00,Withdrawal,12346.92,Mobile App,Completed
T0002942,A005096,2025-05-27 11:00:00,Card Payment,3201.83,POS,Completed
T0002943,A005960,2025-10-23 22:00:00,Card Payment,1751.51,Internet Banking,Failed
T0002944,A003780,2025-12-02 09:00:00,Deposit,46123.38,Internet Banking,Failed
T0002945,A000420,2025-04-14 23:00:00,Withdrawal,23799.34,Mobile App,Completed
T0002946,A002825,2025-01-21 18:00:00,Card Payment,11922.23,Mobile App,Completed
T0002947,A004829,2025-11-24 06:00:00,Deposit,9413.61,Mobile App,Failed
T0002948,A006846,2025-10-19 01:00:00,Deposit,1151.86,ATM,Completed
T0002949,A006473,2025-02-09 13:00:00,ATM Withdrawal,1703.38,Internet Banking,Completed
T0002950,A004230,2025-08-30 02:00:00,Transfer,1073.7,POS,Completed
T0002951,A004396,2025-08-02 20:00:00,ATM Withdrawal,11931.61,ATM,Completed
T0002952,A002865,2025-08-26 22:00:00,UPI,7475.69,Internet Banking,Completed
T0002953,A006435,2025-10-05 17:00:00,UPI,9599.35,ATM,Completed
T0002954,A000542,2025-02-20 12:00:00,Withdrawal,4763.41,Branch,Completed
T0002955,A003904,2025-10-27 22:00:00,UPI,26074.41,Branch,Completed
T0002956,A006721,2025-12-12 19:00:00,ATM Withdrawal,2053.75,POS,Failed
T0002957,A002895,2025-12-27 20:00:00,ATM Withdrawal,26240.71,Branch,Completed
T0002958,A003336,2025-11-06 04:00:00,Card Payment,2610.12,Mobile App,Completed
T0002959,A000225,2025-02-02 08:00:00,Card Payment,3853.57,Mobile App,Completed
T0002960,A006209,2025-08-05 20:00:00,Deposit,2060.23,Internet Banking,Completed
T0002961,A006001,2025-05-07 02:00:00,Withdrawal,1318.26,Internet Banking,Completed
T0002962,A003227,2025-03-05 16:00:00,Transfer,6117.24,ATM,Completed
T0002963,A003533,2025-08-31 03:00:00,Transfer,656.85,Branch,Completed
T0002964,A003247,2025-02-13 13:00:00,UPI,1758.06,POS,Failed
T0002965,A003712,2025-07-19 00:00:00,UPI,267.81,POS,Failed
T0002966,A006281,2025-08-18 15:00:00,Withdrawal,6125.79,ATM,Failed
T0002967,A006342,2025-08-15 13:00:00,Deposit,1706.52,Internet Banking,Completed
T0002968,A006121,2025-03-29 09:00:00,Card Payment,8791.67,Branch,Completed
T0002969,A005209,2025-03-29 08:00:00,UPI,9560.22,POS,Failed
T0002970,A005214,2025-04-29 14:00:00,Transfer,7192.33,ATM,Completed
T0002971,A001602,2025-06-27 18:00:00,Deposit,4370.05,Branch,Completed
T0002972,A004257,2025-07-13 08:00:00,Deposit,3943.14,Internet Banking,Completed
T0002973,A004619,2025-06-12 12:00:00,Deposit,2405.53,Branch,Completed
T0002974,A000871,2025-02-20 16:00:00,Withdrawal,6519.72,Mobile App,Completed
T0002975,A001266,2025-08-10 19:00:00,Transfer,1726.43,Branch,Completed
T0002976,A005188,2025-10-10 16:00:00,Deposit,8443.43,Internet Banking,Completed
T0002977,A003652,2025-02-18 10:00:00,Transfer,3980.97,ATM,Completed
T0002978,A006825,2025-01-16 16:00:00,ATM Withdrawal,907.03,Mobile App,Failed
T0002979,A003708,2025-10-08 18:00:00,ATM Withdrawal,5673.34,POS,Completed
T0002980,A006845,2025-12-02 05:00:00,ATM Withdrawal,12139.6,Mobile App,Failed
T0002981,A003054,2025-12-03 07:00:00,Deposit,15477.22,ATM,Completed
T0002982,A004287,2025-02-04 06:00:00,UPI,2375.2,POS,Failed
T0002983,A006342,2025-06-04 23:00:00,ATM Withdrawal,2318.99,POS,Completed
T0002984,A006945,2025-11-11 02:00:00,Transfer,5865.02,Branch,Completed
T0002985,A003332,2025-05-05 13:00:00,Transfer,8130.04,ATM,Failed
T0002986,A003314,2025-01-11 07:00:00,UPI,5221.98,Mobile App,Failed
T0002987,A003969,2025-07-11 23:00:00,UPI,5758.05,Internet Banking,Failed
T0002988,A002342,2025-04-16 00:00:00,ATM Withdrawal,7959.8,ATM,Failed
T0002989,A003024,2025-06-21 12:00:00,UPI,2359.2,POS,Failed
T0002990,A000353,2025-05-05 19:00:00,Card Payment,2540.73,POS,Failed
T0002991,A006634,2025-04-11 12:00:00,Card Payment,1168.34,ATM,Completed
T0002992,A000665,2025-08-01 14:00:00,ATM Withdrawal,5325.43,POS,Completed
T0002993,A003038,2025-06-29 04:00:00,Withdrawal,8911.48,Branch,Completed
T0002994,A001761,2025-03-12 20:00:00,Transfer,3151.42,ATM,Completed
T0002995,A004016,2025-03-08 07:00:00,Withdrawal,4351.05,Branch,Completed
T0002996,A004544,2025-08-02 05:00:00,Withdrawal,7413.41,POS,Failed
T0002997,A003457,2025-04-17 12:00:00,Card Payment,2459.03,ATM,Completed
T0002998,A003943,2025-12-12 06:00:00,Deposit,1367.82,Internet Banking,Failed
T0002999,A006401,2025-09-12 21:00:00,UPI,5348.0,Internet Banking,Completed
T0003000,A006505,2025-09-05 18:00:00,ATM Withdrawal,3976.61,Internet Banking,Failed
T0003001,A003429,2025-12-14 15:00:00,Withdrawal,4142.9,Branch,Completed
T0003002,A004038,2025-12-03 23:00:00,Transfer,7858.07,Mobile App,Completed
T0003003,A006206,2025-08-25 10:00:00,Transfer,13344.24,Internet Banking,Completed
T0003004,A006208,2025-01-07 02:00:00,Transfer,4142.19,Mobile App,Failed
T0003005,A006598,2025-10-01 00:00:00,Transfer,1256.99,POS,Completed
T0003006,A002250,2025-06-07 04:00:00,ATM Withdrawal,6655.77,ATM,Completed
T0003007,A003955,2025-10-02 22:00:00,UPI,16162.72,POS,Completed
T0003008,A001415,2025-06-22 05:00:00,ATM Withdrawal,3584.53,POS,Completed
T0003009,A003612,2025-07-13 14:00:00,UPI,2775.32,Mobile App,Completed
T0003010,A004168,2025-01-22 00:00:00,UPI,8729.11,POS,Completed
T0003011,A005289,2025-09-03 04:00:00,Transfer,5671.5,ATM,Completed
T0003012,A000127,2025-05-03 02:00:00,Transfer,2454.11,ATM,Completed
T0003013,A001898,2025-11-12 04:00:00,Withdrawal,822.01,Mobile App,Failed
T0003014,A001589,2025-05-21 17:00:00,Transfer,1140.31,POS,Completed
T0003015,A006376,2025-10-25 11:00:00,Withdrawal,2119.63,Branch,Completed
T0003016,A005633,2025-02-14 21:00:00,Transfer,2639.69,ATM,Completed
T0003017,A002491,2025-10-23 15:00:00,Withdrawal,1710.47,POS,Completed
T0003018,A005926,2025-12-29 05:00:00,Card Payment,9136.15,Internet Banking,Failed
T0003019,A002166,2025-12-13 22:00:00,Transfer,610.14,Branch,Completed
T0003020,A002755,2025-09-16 13:00:00,Deposit,4770.56,Internet Banking,Completed
T0003021,A000886,2025-06-01 05:00:00,Card Payment,3246.47,ATM,Failed
T0003022,A006735,2025-03-29 00:00:00,Deposit,448.53,ATM,Failed
T0003023,A001910,2025-12-20 17:00:00,Withdrawal,8276.89,POS,Completed
T0003024,A001384,2025-01-07 21:00:00,Deposit,2294.57,Internet Banking,Completed
T0003025,A004150,2025-12-30 13:00:00,Withdrawal,9761.2,POS,Completed
T0003026,A000294,2025-02-13 01:00:00,ATM Withdrawal,7009.56,Branch,Failed
T0003027,A004310,2025-01-10 05:00:00,Deposit,2782.2,POS,Completed
T0003028,A004553,2025-04-19 14:00:00,ATM Withdrawal,5005.38,Internet Banking,Failed
T0003029,A005658,2025-04-23 21:00:00,ATM Withdrawal,943.37,ATM,Completed
T0003030,A003170,2025-11-26 09:00:00,Card Payment,2179.61,Mobile App,Completed
T0003031,A005992,2025-02-24 13:00:00,UPI,977.79,ATM,Failed
T0003032,A004055,2025-07-30 02:00:00,Card Payment,6092.4,POS,Completed
T0003033,A002367,2025-09-03 11:00:00,Withdrawal,9445.58,POS,Completed
T0003034,A003004,2025-11-13 08:00:00,UPI,3174.47,POS,Completed
T0003035,A001734,2025-10-30 22:00:00,UPI,5410.76,Branch,Completed
T0003036,A003023,2025-03-27 05:00:00,Deposit,6839.92,POS,Completed
T0003037,A001420,2025-07-11 23:00:00,Card Payment,666.01,ATM,Completed
T0003038,A005582,2025-07-04 08:00:00,Transfer,15799.02,Mobile App,Completed
T0003039,A001637,2025-10-15 05:00:00,Withdrawal,6636.93,Mobile App,Completed
T0003040,A004540,2025-01-07 14:00:00,UPI,12411.79,Internet Banking,Completed
T0003041,A006335,2025-06-10 00:00:00,Deposit,11830.41,ATM,Failed
T0003042,A001174,2025-09-15 05:00:00,UPI,26492.77,Branch,Completed
T0003043,A006409,2025-05-07 23:00:00,Deposit,2012.27,ATM,Completed
T0003044,A001853,2025-01-04 18:00:00,Transfer,12321.73,POS,Failed
T0003045,A002108,2025-05-24 18:00:00,Transfer,21793.18,Internet Banking,Completed
T0003046,A005937,2025-01-25 12:00:00,Deposit,8300.17,Mobile App,Completed
T0003047,A005979,2025-04-01 17:00:00,Card Payment,7917.02,Internet Banking,Completed
T0003048,A002366,2025-09-15 23:00:00,Transfer,2082.83,Branch,Completed
T0003049,A006812,2025-09-25 06:00:00,ATM Withdrawal,56584.81,ATM,Failed
T0003050,A001063,2025-07-30 02:00:00,ATM Withdrawal,7650.11,ATM,Failed
T0003051,A006463,2025-02-24 00:00:00,Withdrawal,6362.79,Internet Banking,Failed
T0003052,A003645,2025-11-11 08:00:00,Card Payment,18544.01,ATM,Completed
T0003053,A006933,2025-04-08 23:00:00,Withdrawal,2996.27,Branch,Completed
T0003054,A004073,2025-06-21 05:00:00,Deposit,5087.29,POS,Completed
T0003055,A000223,2025-12-26 23:00:00,UPI,3588.01,Branch,Completed
T0003056,A001809,2025-02-13 07:00:00,Transfer,5199.42,Branch,Completed
T0003057,A000264,2025-12-05 08:00:00,Deposit,9356.32,Mobile App,Completed
T0003058,A006598,2025-02-23 20:00:00,Deposit,3696.43,Mobile App,Completed
T0003059,A002580,2025-11-09 20:00:00,ATM Withdrawal,2343.93,Mobile App,Failed
T0003060,A005436,2025-05-06 17:00:00,Transfer,2278.67,Internet Banking,Completed
T0003061,A005993,2025-01-02 07:00:00,Withdrawal,1090.34,Internet Banking,Completed
T0003062,A002553,2025-11-14 21:00:00,Transfer,13719.61,Internet Banking,Failed
T0003063,A006953,2025-02-09 20:00:00,UPI,13298.79,POS,Completed
T0003064,A004287,2025-11-05 05:00:00,Withdrawal,2663.05,POS,Completed
T0003065,A004294,2025-10-31 19:00:00,ATM Withdrawal,13418.55,ATM,Failed
T0003066,A001721,2025-02-08 19:00:00,Card Payment,7622.95,Internet Banking,Failed
T0003067,A004013,2025-10-21 08:00:00,UPI,20627.3,POS,Completed
T0003068,A004291,2025-08-08 18:00:00,ATM Withdrawal,1784.52,Branch,Completed
T0003069,A006190,2025-09-24 19:00:00,Transfer,6537.66,POS,Completed
T0003070,A006482,2025-03-03 01:00:00,Transfer,6815.25,Internet Banking,Completed
